ISU European Figure Skating Championships,,,,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,,
11 A+SEQ  0.00 x  0.00 - - -,-,- - - -,,,-,- - -,0.00,
12 FSSp3  2.60  0.00 0 0 0,0,-1 0 0 0,,,0,- - -,2.60,
37.10,,,,,,,38.46,
Program Components Factor,,,,,,,,
Skating Skills  1.60 5.50 5.75 5.75,5.75,5.50 5.75 5.75 5.25,,5.75,,- - -,5.70,
Transition / Linking Footwork  1.60 5.00 4.75 5.50,4.50,4.25 4.75 4.75 5.00,,5.50,,- - -,4.90,
Performance / Execution  1.60 5.25 5.75 5.50,5.75,5.25 5.25 5.25 5.25,,5.50,,- - -,5.45,
Choreography / Composition  1.60 5.00 5.00 5.75,5.75,5.00 5.75 5.25 5.50,,5.75,,- - -,5.45,
Interpretation  1.60 5.25 5.50 5.75,5.50,5.00 5.25 5.00 5.25,,5.50,,- - -,5.35,
Judges Total Program Component Score (factored),,,,,,,42.96,
Deductions:,,,,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,,,,
ISU European Figure Skating Championships,,,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
"",Total Total,,,,Total,Total,
NOC,Segment Element,,,,Program  Component,Deductions,
Rank Name,,,,,,,
Code,Score Score,,,,Score (factored),,
"",=,+,,,+,-,
13 Candice DIDIER FRA,81.23  42.75,,,,38.48,0.00,
"# Executed Base GOE",The Judges Panel,,,,,Scores,
Elements Value,(in random order),,,,,of Panel,
1 3F  5.50 -0.20 -1 0 0 0,-1 0 0,0,,,-1 - - -,5.30,
2 3Lz e  6.00 -1.20 -2 -1 -2 -1,-1 -2 -2,-1 Info,,,-1 - - -,4.80,Info
3 3T  4.00  0.00 0 0 0 1,0 0 0,0,,,0 - - -,4.00,
4 3Lo< <  1.50 -0.84 -3 -2 -2 -3,-3 -3 -2,-3,,,-3 - - -,0.66,
5 CCoSp4  3.50  0.40 1 1 1 0,1 0 -1,1,,,1 - - -,3.90,
6 SpSq4  3.40  0.60 1 0 1 1,0 1 0,1,,,1 - - -,4.00,
7 2A  3.85 x  0.00 0 1 0 0,0 0 0,0,,,0 - - -,3.85,
8 3T+2T  5.83 x  0.00 0 0 0 1,0 0 0,0,,,0 - - -,5.83,
9 2A  3.85 x -0.32 0 0 0 -1,-1 0 -1,0,,,0 - - -,3.53,
10 FSSp2  2.30  0.00 0 -1 0 0,0 0 0,0,,,0 - - -,2.30,
11 SlSt2  2.30  0.00 0 0 0 0,0 0 0,0,,,0 - - -,2.30,
12 CUSp3  2.40 -0.12 0 0 0 -1,-1 0 -1,0,,,0 - - -,2.28,
44.43,,,,,,42.75,
Program Components Factor,,,,,,,
Skating Skills  1.60 5.25 5.00 5.25 5.75,5.25 4.50 5.25,5.50,,5.25,- - -,5.30,
Transition / Linking Footwork  1.60 4.75 4.25 4.75 3.00,3.75 4.25 4.50,5.00,,4.75,- - -,4.40,
Performance / Execution  1.60 5.25 4.50 5.00 4.75,5.00 4.75 5.00,5.50,,5.00,- - -,4.95,
Choreography / Composition  1.60 5.25 4.00 5.25 4.50,4.25 4.50 4.75,5.25,,5.00,- - -,4.75,
Interpretation  1.60 5.00 3.75 5.25 3.50,4.25 4.25 4.75,5.25,,5.25,- - -,4.65,
Judges Total Program Component Score (factored),,,,,,38.48,
Deductions:,,,,,,0.00,
"<  Downgraded jumpx  Credit for highlight distribution, base value multiplied by 1.1e  Jump take off with wrong edge (long)",,,,,,,
"",Total Total,,,,Total,Total,
NOC,Segment Element,,,,Program  Component,Deductions,
Rank Name,,,,,,,
Code,Score Score,,,,Score (factored),,
"",=,+,,,+,-,
14 Viktoria HELGESSON SWE,81.15  43.03,,,,39.12,1.00,
"# Executed Base GOE",The Judges Panel,,,,,Scores,
Elements Value,(in random order),,,,,of Panel,
1 3F+2T+2Lo  8.30  0.40 0 1 0 0,1 0 1,0,,,0 - - -,8.70,
2 3Lo  5.00 -1.00 -1 -1 -1 -1,-1 -1 -1,-1,,,-1 - - -,4.00,
3 2A+2T  4.80  0.00 0 0 0 0,-1 0 0,0,,,0 - - -,4.80,
4 CSp4  2.60  0.00 0 0 0 0,0 0 0,0,,,0 - - -,2.60,
5 3Lo<+1T <  1.90 -0.60 -1 -2 -1 -2,-2 -2 -2,-2,,,-2 - - -,1.30,
6 3T< <  1.43 x -1.00 -3 -3 -3 -3,-3 -3 -3,-3,,,-3 - - -,0.43,
7 SpSq3  3.10  0.00 0 0 0 0,0 0 0,0,,,0 - - -,3.10,
8 3S  4.95 x  0.40 0 0 0 1,1 1 1,0,,,0 - - -,5.35,
9 FSSp3  2.60  0.10 0 0 0 0,1 0 0,1,,,0 - - -,2.70,
10 SlSt2  2.30  0.20 0 0 0 1,1 0 0,0,,,1 - - -,2.50,
11 2A  3.85 x  0.20 0 0 0 0,1 0 0,0,,,1 - - -,4.05,
12 CCoSp4  3.50  0.00 1 0 0 0,0 0 0,1,,,0 - - -,3.50,
44.33,,,,,,43.03,
Program Components Factor,,,,,,,
Skating Skills  1.60 4.75 5.50 5.00 5.25,5.75 4.75 5.00,5.00,,5.25,- - -,5.20,
Transition / Linking Footwork  1.60 4.25 5.00 4.50 4.75,5.00 4.50 4.50,4.50,,4.75,- - -,4.70,
Performance / Execution  1.60 4.50 4.75 4.50 5.00,5.50 5.00 4.75,4.75,,4.75,- - -,4.80,
Choreography / Composition  1.60 4.50 4.75 4.75 5.25,5.00 4.50 4.50,4.75,,5.25,- - -,4.90,
Interpretation  1.60 4.50 5.00 4.50 5.50,5.00 4.50 4.50,4.75,,5.00,- - -,4.85,
Judges Total Program Component Score (factored),,,,,,39.12,
Deductions: Falls: -1.00,,,,,,-1.00,
"<  Downgraded jumpx  Credit for highlight distribution, base value multiplied by 1.1",,,,,,,
ISU European Figure Skating Championships,,,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
"",,Total Total,,,Total,Total,
NOC,,Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,,,
Code,,Score Score,,,Score (factored),,
"",,= +,,,+,-,
15 Francesca RIO ITA,,77.37  38.17,,,39.20,0.00,
"# Executed Base GOE",,The Judges Panel,,,,Scores,
Elements Value,,(in random order),,,,of Panel,
1 3T  4.00 -1.00 -1 -1 -1,-1,-1 -1 -1 -1,,,-1 - - -,3.00,
2 3Lz  6.00  0.20 0 0 0,0,1 1 1 0 Info,,,0 - - -,6.20,Info
3 2F  1.70  0.10 0 0 0,1,1 0 0 0,,,0 - - -,1.80,
4 FCSp3  2.80  0.00 1 0 0,0,0 0 0 0,,,1 - - -,2.80,
5 3S  4.50 -0.20 -1 0 0,-1,-1 0 0 0,,,0 - - -,4.30,
6 CCoSp3  3.00  0.00 0 0 0,0,0 0 0 0,,,0 - - -,3.00,
7 SpSq3  3.10  0.00 0 0 0,0,0 0 0 0,,,0 - - -,3.10,
8 1Lz  0.66 x -0.06 -1 -1 0,-1,-1 0 -1 0,,,0 - - -,0.60,
9 2A  3.85 x -0.32 -1 -1 0,-1,-1 -1 0 0,,,0 - - -,3.53,
10 2Lz+2T+1T  3.96 x -0.42 -1 -2 -2,-1,-1 -2 -1 -2,,,-1 - - -,3.54,
11 CiSt3  3.30  0.00 0 0 0,0,0 0 0 0,,,0 - - -,3.30,
12 CSSp4  3.00  0.00 0 1 0,0,-1 0 0 0,,,0 - - -,3.00,
39.87,,,,,,38.17,
Program Components Factor,,,,,,,
Skating Skills  1.60 4.75 5.25 5.00,6.00,6.00 4.75 5.25 4.75,,4.50,- - -,5.25,
Transition / Linking Footwork  1.60 4.50 4.75 4.50,4.75,5.00 4.25 4.75 4.25,,4.25,- - -,4.60,
Performance / Execution  1.60 5.00 5.25 4.50,5.75,5.50 5.00 5.00 4.50,,4.50,- - -,4.95,
Choreography / Composition  1.60 4.75 5.25 4.50,5.25,5.25 4.75 4.75 4.50,,4.25,- - -,4.85,
Interpretation  1.60 4.75 5.50 4.75,5.25,5.00 4.50 4.75 4.50,,4.50,- - -,4.85,
Judges Total Program Component Score (factored),,,,,,39.20,
Deductions:,,,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,,,
"",,Total Total,,,Total,Total,
NOC,,Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,,,
Code,,Score Score,,,Score (factored),,
"",,= +,,,+,-,
16 Stefania BERTON ITA,,77.03  34.95,,,42.08,0.00,
"# Executed Base GOE",,The Judges Panel,,,,Scores,
Elements Value,,(in random order),,,,of Panel,
1 3T+2T  5.30 -0.40 -1 0 0,-1,-1 -1 0 0,,,-1 - - -,4.90,
2 2Lo  1.50  0.00 0 0 0,0,-1 0 0 0,,,0 - - -,1.50,
3 FCSp4  3.20  0.30 1 0 1,0,0 0 1 1,,,1 - - -,3.50,
4 3S+2T  5.80  0.20 0 1 0,0,1 0 0 0,,,0 - - -,6.00,
5 CCSp4  3.20  0.10 1 0 0,1,0 0 0 0,,,1 - - -,3.30,
6 1A+1T+1Lo  1.70 -0.08 0 -1 0,0,-1 0 -1 0,,,0 - - -,1.62,
7 SpSq4  3.40  1.00 1 1 0,1,2 1 1 1,,,1 - - -,4.40,
8 1A  0.88 x -0.08 0 -1 0,-1,-1 0 0 0,,,0 - - -,0.80,
9 CCoSp4  3.50  0.50 1 1 1,1,2 1 1 1,,,1 - - -,4.00,
10 3T< <  1.43 x -0.60 -2 -1 -2,-3,-2 -2 -2 -2,,,-2 - - -,0.83,
11 1A  0.88 x -0.08 0 -1 0,-1,-1 0 0 0,,,0 - - -,0.80,
12 SlSt3  3.30  0.00 0 1 0,0,0 0 0 0,,,0 - - -,3.30,
34.09,,,,,,34.95,
Program Components Factor,,,,,,,
Skating Skills  1.60 5.25 6.00 5.50,5.50,5.00 4.75 5.75 5.00,,4.50,- - -,5.35,
Transition / Linking Footwork  1.60 4.75 5.75 5.00,5.00,5.00 4.50 5.50 4.75,,4.00,- - -,5.05,
Performance / Execution  1.60 5.00 6.25 5.00,5.75,5.50 5.25 5.50 5.25,,4.25,- - -,5.40,
Choreography / Composition  1.60 4.75 5.75 5.25,5.00,5.00 5.00 5.75 5.25,,4.50,- - -,5.25,
Interpretation  1.60 5.00 5.25 5.25,5.25,5.25 4.75 5.25 5.25,,4.25,- - -,5.25,
Judges Total Program Component Score (factored),,,,,,42.08,
Deductions:,,,,,,0.00,
"<  Downgraded jumpx  Credit for highlight distribution, base value multiplied by 1.1",,,,,,,
ISU European Figure Skating Championships,,,,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,,
"",,Total Total,,,,Total,Total,
NOC,,Segment Element,,,,Program  Component,Deductions,
Rank Name,,,,,,,,
Code,,Score Score,,,,Score (factored),,
"",,= +,,,,+,-,
17 Nella SIMAOVA CZE,,75.37  38.89,,,,36.48,0.00,
"# Executed Base GOE",,The Judges Panel,,,,,Scores,
Elements Value,,(in random order),,,,,of Panel,
1 2A  3.50  0.00 0 0 0,0,0 0 0 0,,,0,- - -,3.50,
2 3T+2T  5.30 -0.60 -1 -1 -1,-1,-1 0 0 0 Info,,,0,- - -,4.70,Info
3 3S  4.50 -1.20 -1 -1 -1,-2,-1 -2 -1 -2,,,-1,- - -,3.30,
4 3S+2T  5.80 -0.80 -1 -1 -1,-1,-1 0 -1 0,,,0,- - -,5.00,
5 FSSp3  2.60  0.00 0 0 -1,0,0 0 0 0,,,0,- - -,2.60,
6 2T  1.30 -0.60 -2 -2 -2,-2,-2 -2 -2 -2,,,-2,- - -,0.70,
7 CSSp3  2.60  0.00 0 0 0,0,-1 0 0 0,,,0,- - -,2.60,
8 SlSt3  3.30  0.00 0 0 0,0,0 0 0 0,,,0,- - -,3.30,
9 2Lz+2T+2Lo  5.17 x -0.06 0 0 -1,-1,0 0 0 0,,,0,- - -,5.11,
10 1A  0.88 x -0.20 -1 -1 -1,-1,-1 -1 -1 -1,,,-1,- - -,0.68,
11 SpSq4  3.40  0.00 0 0 0,0,0 0 0 -1,,,0,- - -,3.40,
12 CCoSp4  3.50  0.50 1 1 1,1,1 1 1 1,,,2,- - -,4.00,
41.85,,,,,,,38.89,
Program Components Factor,,,,,,,,
Skating Skills  1.60 4.25 4.50 4.75,4.75,4.75 4.00 5.50 4.25,,4.50,,- - -,4.65,
Transition / Linking Footwork  1.60 4.25 4.00 4.00,4.25,4.75 3.75 4.75 4.00,,4.25,,- - -,4.25,
Performance / Execution  1.60 4.50 4.50 4.25,5.50,5.00 4.50 5.25 4.25,,4.50,,- - -,4.70,
Choreography / Composition  1.60 4.25 4.25 4.50,5.25,5.00 4.50 5.25 4.25,,4.75,,- - -,4.75,
Interpretation  1.60 4.25 4.25 4.25,4.75,4.50 4.00 5.00 4.25,,4.50,,- - -,4.45,
Judges Total Program Component Score (factored),,,,,,,36.48,
Deductions:,,,,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,,,,
"",,Total Total,,,,Total,Total,
NOC,,Segment Element,,,,Program  Component,Deductions,
Rank Name,,,,,,,,
Code,,Score Score,,,,Score (factored),,
"",,= +,,,,+,-,
18 Teodora POSTIC SLO,,71.67  35.03,,,,36.64,0.00,
"# Executed Base GOE",,The Judges Panel,,,,,Scores,
Elements Value,,(in random order),,,,,of Panel,
1 3Lo< <  1.50 -0.60 -2 -2 -2,-3,-2 -3 -2 -2,,,-2,- - -,0.90,
2 2T+2T  2.60  0.00 0 0 0,0,0 0 0 0,,,0,- - -,2.60,
3 3S+2A+SEQ  6.40  0.00 0 0 0,0,0 0 0 0,,,0,- - -,6.40,
4 CCoSp4  3.50  0.00 1 0 0,0,-1 0 0 0,,,1,- - -,3.50,
5 2T  1.30  0.00 0 0 0,0,0 1 0 0,,,0,- - -,1.30,
6 1A+2T  2.31 x  0.00 0 0 0,0,0 0 0 0,,,0,- - -,2.31,
7 SpSq3  3.10  0.00 0 0 0,0,0 0 0 0,,,0,- - -,3.10,
8 2A  3.85 x -1.60 -2 -2 -2,-2,-2 -2 -2 -2,,,-2,- - -,2.25,
9 CSSp3  2.60 -0.12 0 0 0,-1,-1 0 0 -1,,,0,- - -,2.48,
10 3S  4.95 x  0.00 0 1 0,0,0 0 0 0,,,0,- - -,4.95,
11 SlSt2  2.30 -0.06 0 0 0,-1,-1 0 0 0,,,0,- - -,2.24,
12 FSSp4  3.00  0.00 0 0 0,0,0 1 0 0,,,0,- - -,3.00,
37.41,,,,,,,35.03,
Program Components Factor,,,,,,,,
Skating Skills  1.60 4.50 5.50 4.50,5.00,5.00 4.00 4.75 4.50,,5.00,,- - -,4.85,
Transition / Linking Footwork  1.60 4.25 4.50 4.00,3.75,4.00 3.75 4.50 4.25,,4.50,,- - -,4.25,
Performance / Execution  1.60 4.25 5.00 4.00,5.25,5.00 4.50 4.50 4.50,,4.75,,- - -,4.75,
Choreography / Composition  1.60 4.00 4.75 4.25,5.00,4.50 4.00 4.25 4.50,,5.00,,- - -,4.60,
Interpretation  1.60 4.25 4.75 4.25,4.50,4.25 4.00 4.25 4.50,,5.00,,- - -,4.45,
Judges Total Program Component Score (factored),,,,,,,36.64,
Deductions:,,,,,,,0.00,
"<  Downgraded jumpx  Credit for highlight distribution, base value multiplied by 1.1",,,,,,,,
ISU European Figure Skating Championships,,,,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,,
"",,Total Total,,,,Total,Total,
NOC,,Segment Element,,,,Program  Component,Deductions,
Rank Name,,,,,,,,
Code,,Score Score,,,,Score (factored),,
"",,= +,,,,+,-,
19 Kerstin FRANK AUT,,65.92  35.84,,,,30.08,0.00,
"# Executed Base GOE",,The Judges Panel,,,,,Scores,
Elements Value,,(in random order),,,,,of Panel,
1 2A  3.50  1.40 1 2 1,2,2 1 1 1,,,1,- - -,4.90,
2 3S  4.50 -0.40 -1 -1 0,0,-1 -1 0 0 Info,,,-1,- - -,4.10,Info
3 2T  1.30 -0.42 -2 -1 -2,-2,-2 -2 -1 -1,,,0,- - -,0.88,
4 3Lo  5.00 -2.60 -3 -3 -2,-3,-3 -3 -2 -2,,,-3,- - -,2.40,
5 CCSp4  3.20  0.30 1 0 0,1,1 1 0 1,,,1,- - -,3.50,
6 SpSq4  3.40  0.20 1 0 0,1,0 0 0 1,,,0,- - -,3.60,
7 3S+SEQ  3.96 x -2.80 -2 -3 -2,-3,-3 -3 -3 -2,,,-3,- - -,1.16,
8 2A+1T  4.29 x -0.64 -1 -1 0,-1,-1 0 -1 -1,,,0,- - -,3.65,
9 FCCoSp3  3.00  0.00 0 0 1,0,0 0 0 0,,,0,- - -,3.00,
10 SlSt2  2.30 -0.06 0 0 0,-1,-1 0 0 0,,,0,- - -,2.24,
11 2A  3.85 x -0.32 -1 -1 0,-1,-1 0 0 0,,,0,- - -,3.53,
12 CCoSp3  3.00 -0.12 0 0 0,-1,-1 0 -1 0,,,0,- - -,2.88,
41.30,,,,,,,35.84,
Program Components Factor,,,,,,,,
Skating Skills  1.60 4.25 4.75 4.25,3.75,5.00 4.25 4.00 4.25,,4.50,,- - -,4.35,
Transition / Linking Footwork  1.60 3.75 3.00 4.00,2.50,3.00 3.00 3.25 3.75,,3.75,,- - -,3.35,
Performance / Execution  1.60 4.25 4.00 4.25,3.50,3.75 3.75 3.75 4.00,,3.75,,- - -,3.85,
Choreography / Composition  1.60 4.00 3.50 4.25,2.75,3.50 3.50 3.25 4.00,,4.25,,- - -,3.70,
Interpretation  1.60 3.75 3.25 4.25,3.00,3.00 3.25 3.50 4.00,,4.00,,- - -,3.55,
Judges Total Program Component Score (factored),,,,,,,30.08,
Deductions:,,,,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,,,,
"",,Total Total,,,,Total,Total,
NOC,,Segment Element,,,,Program  Component,Deductions,
Rank Name,,,,,,,,
Code,,Score Score,,,,Score (factored),,
"",,= +,,,,+,-,
20 Irina MOVCHAN UKR,,65.04  30.04,,,,36.00,1.00,
"# Executed Base GOE",,The Judges Panel,,,,,Scores,
Elements Value,,(in random order),,,,,of Panel,
1 2Lz+2T  3.20  0.20 0 0 0,1,0 1 1 0,,,1,- - -,3.40,
2 3S+2A+SEQ  6.40  0.00 0 0 0,1,-1 0 0 0,,,0,- - -,6.40,
3 3T  4.00 -2.00 -2 -2 -2,-2,-2 -3 -2 -2,,,-2,- - -,2.00,
4 A  0.00  0.00 - - -,-,- - - -,,,-,- - -,0.00,
5 2T  1.30 -0.42 -1 -2 -1,-2,-2 -1 -1 -1,,,-1,- - -,0.88,
6 3S  4.50  0.00 0 0 0,0,0 0 0 0,,,0,- - -,4.50,
7 CCoSp4  3.50  0.00 0 -2 0,0,0 0 0 0,,,0,- - -,3.50,
8 SpSq3  3.10  0.06 1 0 1,0,-1 0 -1 1,,,1,- - -,3.16,
9 2A< <  0.88 x -0.50 -3 -3 -3,-3,-3 -3 -3 -3,,,-3,- - -,0.38,
10 FCSp2  2.30 -0.18 0 -2 0,-1,-2 0 0 0,,,0,- - -,2.12,
11 SlSt2  2.30  0.00 0 0 0,-1,0 0 0 0,,,0,- - -,2.30,
12 FCoSp1  1.70 -0.30 0 -2 -1,0,-1 0 -1 -1,,,-1,- - -,1.40,
33.18,,,,,,,30.04,
Program Components Factor,,,,,,,,
Skating Skills  1.60 4.50 4.50 4.75,5.50,5.00 4.50 5.50 4.75,,4.50,,- - -,4.90,
Transition / Linking Footwork  1.60 4.25 4.00 4.25,3.50,4.25 4.25 5.00 4.50,,4.00,,- - -,4.20,
Performance / Execution  1.60 4.50 3.75 4.25,5.00,4.75 4.50 5.25 4.50,,4.25,,- - -,4.55,
Choreography / Composition  1.60 4.50 4.25 4.50,4.25,4.25 4.50 5.00 4.75,,4.50,,- - -,4.45,
Interpretation  1.60 4.25 3.75 4.25,4.75,4.00 4.25 5.00 4.50,,4.50,,- - -,4.40,
Judges Total Program Component Score (factored),,,,,,,36.00,
Deductions: Falls: -1.00,,,,,,,-1.00,
"<  Downgraded jumpx  Credit for highlight distribution, base value multiplied by 1.1",,,,,,,,
ISU European Figure Skating Championships,,,,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,,
"",,Total Total,,,,Total,Total,
NOC,,Segment Element,,,,Program  Component,Deductions,
Rank Name,,,,,,,,
Code,,Score Score,,,,Score (factored),,
"",,= +,,,,+,-,
21 Karly ROBERTSON GBR,,64.08  35.12,,,,28.96,0.00,
"# Executed Base GOE",,The Judges Panel,,,,,Scores,
Elements Value,,(in random order),,,,,of Panel,
1 2A  3.50  0.40 1 1 0,1,0 0 0 0,,,1,- - -,3.90,
2 3S  4.50  0.20 0 0 0,1,-1 1 1 0 Info,,,0,- - -,4.70,Info
3 3T  4.00  0.00 0 0 0,0,-1 0 0 0,,,0,- - -,4.00,
4 SpSq4  3.40  0.00 0 0 0,0,0 0 0 0,,,0,- - -,3.40,
5 FSSp3  2.60 -0.06 -1 0 0,-1,-1 0 0 0,,,0,- - -,2.54,
6 SlSt2  2.30  0.00 0 0 0,0,-2 0 0 0,,,0,- - -,2.30,
7 2A  3.50 -1.60 -2 -2 -2,-2,-2 -2 -2 -2,,,-2,- - -,1.90,
8 2F  1.87 x  0.00 0 0 0,0,0 0 0 0,,,0,- - -,1.87,
9 2Lz e  2.09 x -0.60 -2 -2 -2,-3,-2 -3 -2 -2,,,-2,- - -,1.49,
10 CCoSp4  3.50 -0.06 0 0 0,-1,-1 0 0 0,,,0,- - -,3.44,
11 2F+2T  3.30 x  0.00 0 0 0,0,0 0 0 0,,,0,- - -,3.30,
12 LSp3  2.40 -0.12 0 -2 0,-1,0 0 -1 0,,,0,- - -,2.28,
36.96,,,,,,,35.12,
Program Components Factor,,,,,,,,
Skating Skills  1.60 4.25 4.25 4.25,4.50,4.25 4.25 4.25 4.25,,4.00,,- - -,4.25,
Transition / Linking Footwork  1.60 3.75 2.75 3.75,3.00,2.50 3.75 3.50 3.75,,3.50,,- - -,3.30,
Performance / Execution  1.60 4.00 3.25 4.00,3.25,3.25 4.50 3.75 4.00,,3.75,,- - -,3.60,
Choreography / Composition  1.60 3.75 3.00 4.00,2.75,3.00 4.00 3.50 4.00,,4.00,,- - -,3.50,
Interpretation  1.60 3.75 2.75 4.25,2.75,3.00 3.75 3.25 4.25,,4.00,,- - -,3.45,
Judges Total Program Component Score (factored),,,,,,,28.96,
Deductions:,,,,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1e  Jump take off with wrong edge (long)",,,,,,,,
"",,Total Total,,,,Total,Total,
NOC,,Segment Element,,,,Program  Component,Deductions,
Rank Name,,,,,,,,
Code,,Score Score,,,,Score (factored),,
"",,= +,,,,+,-,
22 Manouk GIJSMAN NED,,62.56  33.76,,,,30.80,2.00,
"# Executed Base GOE",,The Judges Panel,,,,,Scores,
Elements Value,,(in random order),,,,,of Panel,
1 2F  1.70 -0.60 -2 -2 -2,-2,-2 -2 -2 -2,,,-2,- - -,1.10,
2 3Lo  5.00 -3.00 -3 -3 -3,-3,-3 -3 -3 -3,,,-3,- - -,2.00,
3 2F+2T+2T  4.30  0.00 0 0 0,0,0 1 0 0,,,0,- - -,4.30,
4 FCSp2  2.30  0.00 0 0 0,0,-1 0 0 0,,,0,- - -,2.30,
5 SpSq4  3.40  0.00 0 0 0,0,0 0 0 0,,,0,- - -,3.40,
6 3Lo+SEQ  4.40 x -3.00 -3 -3 -3,-3,-3 -3 -3 -3,,,-3,- - -,1.40,
7 2A+2S+SEQ  4.22 x  0.00 0 0 0,0,0 0 -1 0,,,0,- - -,4.22,
8 3S  4.95 x -0.60 0 0 -1,-2,-1 0 -1 0,,,0,- - -,4.35,
9 2A  3.85 x  0.00 0 -1 0,0,0 0 0 0,,,0,- - -,3.85,
10 SlSt2  2.30  0.00 0 0 0,0,-1 0 0 0,,,0,- - -,2.30,
11 CCoSp3  3.00 -0.36 -1 -2 -1,-1,-2 -1 -1 -1,,,-1,- - -,2.64,
12 LSp2  1.90  0.00 1 0 0,0,0 0 0 0,,,0,- - -,1.90,
41.32,,,,,,,33.76,
Program Components Factor,,,,,,,,
Skating Skills  1.60 4.00 4.25 4.50,4.25,4.50 3.75 4.25 4.25,,4.00,,- - -,4.30,
Transition / Linking Footwork  1.60 3.50 3.50 4.00,2.50,4.00 3.50 3.25 3.75,,3.50,,- - -,3.60,
Performance / Execution  1.60 4.00 3.75 4.25,3.75,4.50 3.50 3.75 4.00,,3.75,,- - -,3.90,
Choreography / Composition  1.60 3.75 3.75 4.25,3.50,4.00 3.75 3.50 4.00,,3.50,,- - -,3.75,
Interpretation  1.60 3.75 3.25 4.25,3.25,4.00 3.50 3.50 4.00,,3.75,,- - -,3.70,
Judges Total Program Component Score (factored),,,,,,,30.80,
Deductions: Falls: -2.00,,,,,,,-2.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,,,,
ISU European Figure Skating Championships,,,,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,,
"",,Total Total,,,,Total,Total,
NOC,,Segment Element,,,,Program  Component,Deductions,
Rank Name,,,,,,,,
Code,,Score Score,,,,Score (factored),,
"",,= +,,,,+,-,
23 Sonia LAFUENTE ESP,,61.26  29.42,,,,33.84,2.00,
"# Executed Base GOE",,The Judges Panel,,,,,Scores,
Elements Value,,(in random order),,,,,of Panel,
1 3F  5.50  0.40 0 1 0,1,-1 0 1 0,,,0,- - -,5.90,
2 2Lo  1.50  0.00 0 0 0,0,-1 0 0 0 Info,,,0,- - -,1.50,Info
3 2A  3.50  0.20 0 0 0,1,1 0 0 0,,,0,- - -,3.70,
4 FCSp2  2.30 -0.18 -1 -1 0,-1,-2 -1 -1 0,,,0,- - -,2.12,
5 3T  4.00 -3.00 -3 -3 -3,-3,-3 -3 -3 -3,,,-3,- - -,1.00,
6 2Lo  1.50  0.00 0 0 0,0,0 0 0 0,,,0,- - -,1.50,
7 SpSq3  3.10  0.00 0 0 0,0,-1 0 0 0,,,0,- - -,3.10,
8 1A  0.88 x  0.00 0 0 0,0,0 0 0 0,,,0,- - -,0.88,
9 3T+SEQ  3.52 x -3.00 -3 -3 -3,-3,-3 -3 -3 -3,,,-3,- - -,0.52,
10 CUSp4  2.90  0.00 1 0 0,0,0 0 0 0,,,0,- - -,2.90,
11 SlSt3  3.30  0.00 0 0 0,0,0 0 0 0,,,1,- - -,3.30,
12 CCoSp3  3.00  0.00 1 0 0,0,-1 1 0 1,,,0,- - -,3.00,
35.00,,,,,,,29.42,
Program Components Factor,,,,,,,,
Skating Skills  1.60 4.50 4.50 4.25,4.75,4.75 4.50 5.25 4.50,,4.00,,- - -,4.55,
Transition / Linking Footwork  1.60 4.00 4.00 3.75,3.50,4.25 4.25 4.75 4.25,,3.75,,- - -,4.00,
Performance / Execution  1.60 4.25 3.50 4.00,4.50,4.50 5.00 5.00 4.25,,3.75,,- - -,4.20,
Choreography / Composition  1.60 4.50 4.25 4.25,4.25,4.25 4.75 4.75 4.50,,4.00,,- - -,4.30,
Interpretation  1.60 4.25 3.50 4.00,4.00,4.00 4.50 4.50 4.50,,4.00,,- - -,4.10,
Judges Total Program Component Score (factored),,,,,,,33.84,
Deductions: Falls: -2.00,,,,,,,-2.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,,,,
"",,Total Total,,,,Total,Total,
NOC,,Segment Element,,,,Program  Component,Deductions,
Rank Name,,,,,,,,
Code,,Score Score,,,,Score (factored),,
"",,= +,,,,+,-,
24 Isabelle PIEMAN BEL,,58.16  28.56,,,,29.60,0.00,
"# Executed Base GOE",,The Judges Panel,,,,,Scores,
Elements Value,,(in random order),,,,,of Panel,
1 3T+2T  5.30  0.20 0 0 0,1,0 1 1 0,,,0,- - -,5.50,
