Skating Skills  1.60 4.75 3.75 4.00,3.50,3.75 4.50 4.25 3.25,,3.75,,- - -,4.05,
Transition / Linking Footwork  1.60 4.00 3.75 4.00,4.00,3.50 4.50 4.00 3.00,,4.25,,- - -,4.05,
Performance / Execution  1.60 4.50 4.50 4.25,4.25,4.00 4.25 4.00 3.50,,4.00,,- - -,4.15,
Choreography / Composition  1.60 4.75 4.25 4.25,4.50,3.75 4.75 4.25 3.50,,4.00,,- - -,4.35,
Interpretation  1.60 4.75 4.50 4.25,4.50,3.75 4.50 4.00 3.00,,3.50,,- - -,4.20,
Judges Total Program Component Score (factored),,,,,,,33.28,
Deductions:,,,,,,,0.00,
"<  Downgraded jumpx  Credit for highlight distribution, base value multiplied by 1.1",,,,,,,,
ISU European Figure Skating Championships,,,,,,,,
PAIRS FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,,
"",,Total Total,,,,Total,Total,
NOC,,Segment Element,,,,Program  Component,Deductions,
Rank Name,,,,,,,,
Code,,Score Score,,,,Score (factored),,
"",,= +,,,,+,-,
13 Anais MORAND / Antoine DORSAZ SUI,,76.64  41.92,,,,36.72,2.00,
"# Executed Base GOE",,The Judges Panel,,,,,Scores,
Elements Value,,(in random order),,,,,of Panel,
1 5ALi3  6.00  0.60 0 1 0,1,0 1 1 1,,,1,- - -,6.60,
2 3LoTh  5.00  0.56 1 1 0,1,1 0 2 1 Info,,,1,- - -,5.56,Info
3 2LzTw2  3.50  0.00 0 0 0,0,1 0 0 1,,,0,- - -,3.50,
4 2A+SEQ  2.80 -0.80 -1 -1 -1,-1,-1 -2 -1 -1,,,0,- - -,2.00,
5 FiDs3  3.20  0.28 1 1 0,0,1 0 1 1,,,0,- - -,3.48,
6 2LzTh  3.30 x -0.12 0 0 0,-1,0 -1 0 0,,,-1,- - -,3.18,
7 3Li2  3.30 x  0.00 0 1 0,1,0 0 0 0,,,0,- - -,3.30,
8 5SLi3  6.05 x  0.10 0 0 0,0,1 0 0 1,,,1,- - -,6.15,
9 FCCoSp3  3.00 -0.30 -1 -1 -1,-1,-2 -1 -1 -2,,,-1,- - -,2.70,
10 SlSt2  2.30 -1.00 -3 -3 -3,-2,-3 -3 -3 -3,,,-3,- - -,1.30,
11 2F  1.87 x -0.60 -2 -2 -2,-2,-2 -2 -2 -2,,,-1,- - -,1.27,
12 PCoSp1  3.00 -0.12 0 -1 0,0,0 -1 -1 -1,,,-1,- - -,2.88,
43.32,,,,,,,41.92,
Program Components Factor,,,,,,,,
Skating Skills  1.60 4.75 4.75 4.50,4.75,4.75 4.50 4.75 5.50,,5.00,,- - -,4.70,
Transition / Linking Footwork  1.60 4.50 4.25 4.50,4.75,4.25 4.25 4.50 5.50,,4.25,,- - -,4.40,
Performance / Execution  1.60 4.50 4.25 4.75,4.25,4.50 4.50 4.50 5.25,,4.50,,- - -,4.50,
Choreography / Composition  1.60 5.00 4.50 4.75,5.00,4.75 4.75 4.75 5.25,,4.75,,- - -,4.80,
Interpretation  1.60 4.75 4.50 4.75,4.50,4.25 4.25 4.75 5.25,,4.50,,- - -,4.55,
Judges Total Program Component Score (factored),,,,,,,36.72,
Deductions: Falls: -2.00,,,,,,,-2.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,,,,
"",,Total Total,,,,Total,Total,
NOC,,Segment Element,,,,Program  Component,Deductions,
Rank Name,,,,,,,,
Code,,Score Score,,,,Score (factored),,
"",,= +,,,,+,-,
14 Maria SERGEJEVA / Ilja GLEBOV EST,,74.62  39.54,,,,36.08,1.00,
"# Executed Base GOE",,The Judges Panel,,,,,Scores,
Elements Value,,(in random order),,,,,of Panel,
1 3S< <  1.30 -0.60 -2 -2 -2,-2,-2 -1 -2 -2,,,-2,- - -,0.70,
2 3LzTw1  5.00  0.28 1 0 0,1,1 0 0 -1,,,0,- - -,5.28,
3 3LoTh  5.00  0.14 0 0 0,0,0 0 1 1,,,1,- - -,5.14,
4 5SLi4  6.00  0.40 1 1 0,1,0 1 1 1,,,1,- - -,6.40,
5 FCCoSp3  3.00 -0.12 -1 -1 0,0,-1 -1 0 1,,,0,- - -,2.88,
6 5TLi3  5.50  0.00 0 0 0,0,0 0 -1 0,,,0,- - -,5.50,
7 3FTh  6.05 x -2.00 -3 -3 -3,-3,-3 -3 -3 -3,,,-3,- - -,4.05,
8 SlSt1  1.80  0.00 0 -1 0,0,0 0 0 -1,,,0,- - -,1.80,
9 2A+SEQ  3.08 x -1.96 -2 -2 -3,-3,-3 -2 -2 -2,,,-2,- - -,1.12,
10 BoDs1  3.00 -0.28 0 -1 -1,0,0 -1 0 -1,,,-1,- - -,2.72,
11 3Li3  3.85 x  0.10 1 0 0,0,0 0 0 0,,,1,- - -,3.95,
12 PSp1* *  0.00  0.00 - - -,-,- - - -,,,-,- - -,0.00,
43.58,,,,,,,39.54,
Program Components Factor,,,,,,,,
Skating Skills  1.60 4.50 4.75 4.75,4.25,4.25 4.75 4.75 5.00,,4.75,,- - -,4.60,
Transition / Linking Footwork  1.60 4.00 4.00 4.50,4.00,3.50 4.50 4.50 4.25,,4.50,,- - -,4.30,
Performance / Execution  1.60 4.25 4.50 4.75,4.50,4.25 4.75 4.75 4.75,,4.75,,- - -,4.60,
Choreography / Composition  1.60 4.50 4.50 4.50,4.25,4.00 4.75 4.75 5.00,,5.00,,- - -,4.55,
Interpretation  1.60 4.25 4.00 4.75,4.25,4.00 4.50 4.75 4.50,,5.00,,- - -,4.50,
Judges Total Program Component Score (factored),,,,,,,36.08,
Deductions: Falls: -1.00,,,,,,,-1.00,
"<  Downgraded jump*  Invalid elementx  Credit for highlight distribution, base value multiplied by 1.1",,,,,,,,
ISU European Figure Skating Championships,,,,,,,
PAIRS FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
"",,Total Total,,,Total,Total,
NOC,,Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,,,
Code,,Score Score,,,Score (factored),,
"",,= +,,,+,-,
15 Joanna SULEJ / Mateusz CHRUSCINSKI POL,,73.02  39.74,,,33.28,0.00,
"# Executed Base GOE",,The Judges Panel,,,,Scores,
Elements Value,,(in random order),,,,of Panel,
1 2LzTw2  3.50  0.00 0 0 0,0,0 0 0 1,,,-1 - - -,3.50,
2 2A  3.50  0.00 0 1 0,0,0 0 1 1 Info,,,0 - - -,3.50,Info
3 3STh  4.50 -1.40 -2 -2 -2,-2,-2 -2 -2 -3,,,-2 - - -,3.10,
4 5ALi1  5.00  0.00 0 0 0,0,-1 0 0 0,,,1 - - -,5.00,
5 CCoSp4  3.50 -0.30 -1 -1 0,-1,-1 -1 -1 -1,,,-1 - - -,3.20,
6 3Li3  3.50  0.00 0 -1 0,-1,0 0 1 0,,,0 - - -,3.50,
7 FiDs1  2.80 -0.42 0 -1 0,0,-1 -1 -1 -1,,,-2 - - -,2.38,
8 2LoTh  3.30 x  0.10 1 0 0,0,0 0 1 1,,,0 - - -,3.40,
9 2Lz+2Lo  3.74 x  0.00 0 -1 0,-1,0 0 0 -1,,,0 - - -,3.74,
10 SlSt2  2.30  0.00 0 0 0,0,0 0 1 0,,,0 - - -,2.30,
11 4Li2  3.30 x -0.50 0 -1 -1,-1,-1 -1 -1 -2,,,-1 - - -,2.80,
12 PCoSp2  3.50 -0.18 0 0 -1,0,-1 -1 0 -1,,,-1 - - -,3.32,
42.44,,,,,,39.74,
Program Components Factor,,,,,,,
Skating Skills  1.60 4.00 4.25 4.50,4.00,3.75 4.75 4.50 4.25,,4.50,- - -,4.30,
Transition / Linking Footwork  1.60 3.50 4.00 4.50,3.75,3.00 4.50 4.25 4.00,,3.50,- - -,3.90,
Performance / Execution  1.60 3.75 4.25 4.50,3.75,3.75 4.50 4.50 4.00,,4.50,- - -,4.20,
Choreography / Composition  1.60 4.00 4.00 4.50,4.00,3.50 4.50 4.25 4.50,,4.75,- - -,4.25,
Interpretation  1.60 3.75 4.00 4.50,3.75,3.25 4.25 4.50 3.75,,4.50,- - -,4.15,
Judges Total Program Component Score (factored),,,,,,33.28,
Deductions:,,,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,,,
"",,Total Total,,,Total,Total,
NOC,,Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,,,
Code,,Score Score,,,Score (factored),,
"",,= +,,,+,-,
16 Krystyna KLIMCZAK / Janusz KARWETA POL,,72.70  40.90,,,32.80,1.00,
"# Executed Base GOE",,The Judges Panel,,,,Scores,
Elements Value,,(in random order),,,,of Panel,
1 3T+2T< <  4.40 -2.40 -2 -2 -3,-2,-3 -2 -2 -2,,,-3 - - -,2.00,
2 3LoTh  5.00  0.00 0 0 0,0,0 0 1 0,,,0 - - -,5.00,
3 2LzTw1  3.00 -0.06 0 -1 -1,0,0 0 0 -1,,,-1 - - -,2.94,
4 2A  3.50 -0.32 0 -1 -1,0,-1 -1 0 -1,,,0 - - -,3.18,
5 5SLi3  5.50  0.00 0 0 -1,0,0 0 0 0,,,0 - - -,5.50,
6 3STh  4.50 -2.00 -3 -3 -3,-3,-3 -3 -3 -3,,,-3 - - -,2.50,
7 FiDs1  2.80 -0.42 0 -1 -1,0,-1 -1 0 -2,,,-2 - - -,2.38,
8 5TLi3  6.05 x  0.00 0 0 0,0,0 0 0 -1,,,0 - - -,6.05,
9 3Li3  3.85 x  0.00 0 0 0,0,0 -1 0 0,,,0 - - -,3.85,
10 CCoSp2  2.50 -0.30 -1 -1 -1,-1,-2 -1 -1 -3,,,-1 - - -,2.20,
11 SlSt1  1.80  0.00 0 0 0,0,0 0 0 0,,,0 - - -,1.80,
12 PCoSp2  3.50  0.00 0 0 0,0,0 0 0 -1,,,-1 - - -,3.50,
46.40,,,,,,40.90,
Program Components Factor,,,,,,,
Skating Skills  1.60 4.75 4.00 4.50,4.00,4.00 4.25 4.50 4.00,,4.00,- - -,4.25,
Transition / Linking Footwork  1.60 4.25 3.75 4.25,3.75,3.00 4.00 4.25 3.50,,4.25,- - -,4.10,
Performance / Execution  1.60 4.50 4.00 4.25,3.75,3.75 4.25 4.25 3.75,,3.75,- - -,4.05,
Choreography / Composition  1.60 4.75 3.50 4.25,4.00,3.50 4.25 4.25 4.00,,4.00,- - -,4.15,
Interpretation  1.60 4.50 3.50 4.25,3.50,3.25 4.00 4.25 3.25,,3.75,- - -,3.95,
Judges Total Program Component Score (factored),,,,,,32.80,
Deductions: Falls: -1.00,,,,,,-1.00,
"<  Downgraded jumpx  Credit for highlight distribution, base value multiplied by 1.1",,,,,,,
ISU European Figure Skating Championships,,,,,,,,
PAIRS FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,,
"",,Total Total,,,,Total,Total,
NOC,,Segment Element,,,,Program  Component,Deductions,
Rank Name,,,,,,,,
Code,,Score Score,,,,Score (factored),,
"",,= +,,,,+,-,
17 Jessica CRENSHAW / Chad TSAGRIS GRE,,71.31  39.59,,,,32.72,1.00,
"# Executed Base GOE",,The Judges Panel,,,,,Scores,
Elements Value,,(in random order),,,,,of Panel,
1 2LzTw2  3.50  0.10 1 1 0,0,1 0 -1 0,,,0,- - -,3.60,
2 3STh  4.50  0.00 0 0 0,0,0 0 0 1 Info,,,0,- - -,4.50,Info
3 2F+2Lo+SEQ  2.56  0.00 0 0 0,0,0 0 0 0,,,0,- - -,2.56,
4 5SLi2  5.00  0.10 0 0 0,0,0 1 0 0,,,1,- - -,5.10,
5 BoDs1  3.00 -0.28 0 0 -1,0,0 -1 -1 -1,,,1,- - -,2.72,
6 5ALi3  6.00 -0.14 0 -1 -1,0,0 0 -1 0,,,0,- - -,5.86,
7 FCCoSp2  2.50 -0.30 -1 -1 -1,-1,-1 -1 -1 -1,,,-1,- - -,2.20,
8 3LoTh  5.50 x -2.00 -3 -3 -3,-3,-3 -3 -3 -3,,,-3,- - -,3.50,
9 2F  1.87 x -0.60 -2 -2 -2,-3,-2 -2 -2 -3,,,-2,- - -,1.27,
10 PCoSp1  3.00 -0.12 -1 -1 -1,0,0 0 0 -1,,,-1,- - -,2.88,
11 SlSt2  2.30  0.00 0 0 0,0,0 0 1 -1,,,0,- - -,2.30,
12 3Li2  3.30 x -0.20 0 -1 -1,0,0 -1 -1 -2,,,0,- - -,3.10,
43.03,,,,,,,39.59,
Program Components Factor,,,,,,,,
Skating Skills  1.60 4.25 4.25 3.75,4.25,4.25 4.50 4.00 4.00,,4.25,,- - -,4.20,
Transition / Linking Footwork  1.60 3.75 3.75 3.50,4.00,3.75 4.25 3.75 3.25,,3.75,,- - -,3.80,
Performance / Execution  1.60 4.25 4.00 3.75,4.50,4.50 4.50 4.00 3.75,,4.00,,- - -,4.25,
Choreography / Composition  1.60 4.25 4.00 3.75,4.00,4.25 4.25 4.25 4.00,,3.75,,- - -,4.10,
Interpretation  1.60 4.00 4.25 3.75,4.25,4.25 4.25 4.25 3.25,,3.75,,- - -,4.10,
Judges Total Program Component Score (factored),,,,,,,32.72,
Deductions: Falls: -1.00,,,,,,,-1.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,,,,
"",,Total Total,,,,Total,Total,
NOC,,Segment Element,,,,Program  Component,Deductions,
Rank Name,,,,,,,,
Code,,Score Score,,,,Score (factored),,
"",,= +,,,,+,-,
18 Ekaterina KOSTENKO / Roman TALAN UKR,,65.83  36.23,,,,29.60,0.00,
"# Executed Base GOE",,The Judges Panel,,,,,Scores,
Elements Value,,(in random order),,,,,of Panel,
1 1A  0.80 -0.16 -2 -2 0,-3,0 0 0 0,,,-2,- - -,0.64,
2 2LzTw1  3.00 -0.18 0 0 -1,0,-1 0 -1 -1,,,-1,- - -,2.82,
3 3LoTh  5.00 -1.40 -2 -2 -2,-2,-3 -2 -2 -2,,,-2,- - -,3.60,
4 5TLi1  4.50 -0.40 0 -1 0,-1,-1 -1 -1 -1,,,-1,- - -,4.10,
5 FCCoSp3  3.00 -0.18 -1 -1 0,0,-1 -1 -1 -1,,,0,- - -,2.82,
6 3FTh  6.05 x -1.26 -1 -2 -2,-2,-2 -2 -2 -2,,,-1,- - -,4.79,
7 1A+1A+SEQ  1.41 x  0.00 0 0 0,0,0 0 0 0,,,0,- - -,1.41,
8 5ALi2  6.05 x  0.00 0 0 0,0,0 0 -1 -1,,,0,- - -,6.05,
9 FiDs1  2.80  0.14 1 0 0,0,0 0 1 -1,,,-1,- - -,2.94,
10 PCoSp2  3.50 -0.60 -2 -2 -1,-2,-3 -2 -2 -3,,,-2,- - -,2.90,
11 3Li2  3.30 x -0.70 -2 -1 -1,-1,-2 -1 -1 -2,,,-2,- - -,2.60,
12 SlSt1  1.80 -0.24 0 -1 -1,-1,-1 -1 0 -1,,,-1,- - -,1.56,
41.21,,,,,,,36.23,
Program Components Factor,,,,,,,,
Skating Skills  1.60 3.75 4.00 4.00,3.75,3.75 3.75 4.00 3.75,,3.75,,- - -,3.80,
Transition / Linking Footwork  1.60 3.25 3.50 4.00,3.75,3.25 3.75 3.75 3.50,,2.50,,- - -,3.55,
Performance / Execution  1.60 3.75 3.50 4.25,4.00,3.75 4.00 3.75 3.25,,3.00,,- - -,3.85,
Choreography / Composition  1.60 3.50 3.75 4.25,4.00,3.50 4.00 3.75 3.75,,3.50,,- - -,3.75,
Interpretation  1.60 3.50 3.50 4.25,3.75,3.25 3.75 3.50 3.25,,3.00,,- - -,3.55,
Judges Total Program Component Score (factored),,,,,,,29.60,
Deductions:,,,,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,,,,
ISU European Figure Skating Championships,,,,,,,
PAIRS FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
"",,Total Total,,,Total,Total,
NOC,,Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,,,
Code,,Score Score,,,Score (factored),,
"",,=,+,,+,-,
19 Gabriela CERMANOVA / Martin HANULAK SVK,,60.45  32.57,,,28.88,1.00,
"# Executed Base GOE",,The Judges Panel,,,,Scores,
Elements Value,,(in random order),,,,of Panel,
1 2LzTw2  3.50  0.00 0 0 -1,0,0 0 0,0,0,- - -,3.50,
2 2Lz  1.90 -0.36 -2 -1 -1,-1,-1 -1 -2,-2,-1,- - -,1.54,Info
3 3STh  4.50  0.00 0 0 0,0,0 0 1,0,0,- - -,4.50,
4 4Li4  4.00  0.00 0 0 0,0,0 0 0,-1,0,- - -,4.00,
5 FCCoSp1  2.00 -0.36 -1 -1 -1,-1,-2 -1 -1,-3,-2,- - -,1.64,
6 5TLi3  6.05 x  0.00 0 0 0,0,0 0 0,0,0,- - -,6.05,
7 2F+SEQ  1.50 x -1.00 -3 -3 -3,-3,-3 -3 -3,-3,-2,- - -,0.50,
8 FiDs1  2.80  0.00 0 0 0,0,0 0 0,0,-1,- - -,2.80,
9 2LoTh  3.30 x  0.00 0 1 0,0,0 0 0,1,0,- - -,3.30,
10 3Li  0.00 x  0.00 - - -,-,- - -,-,-,- - -,0.00,
11 PCoSp1  3.00 -0.06 0 -1 -1,0,-1 0 0,-1,0,- - -,2.94,
12 SlSt1  1.80  0.00 0 0 0,0,0 0 0,-1,-1,- - -,1.80,
34.35,,,,,,32.57,
Program Components Factor,,,,,,,
Skating Skills  1.60 3.75 3.75 3.75,3.75,3.50 4.25 4.00,3.50,3.75,- - -,3.80,
Transition / Linking Footwork  1.60 3.50 3.25 3.50,3.75,3.00 4.00 3.75,3.50,3.00,- - -,3.50,
Performance / Execution  1.60 3.50 3.25 3.50,3.75,3.25 4.00 3.75,3.75,3.00,- - -,3.55,
Choreography / Composition  1.60 3.75 3.50 3.50,4.00,3.25 4.25 4.00,3.50,3.25,- - -,3.70,
Interpretation  1.60 3.50 3.50 3.50,3.75,3.00 4.00 3.75,3.25,2.75,- - -,3.50,
Judges Total Program Component Score (factored),,,,,,28.88,
Deductions: Falls: -1.00,,,,,,-1.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,,,
Printed: 21/01/2009 22:12:53,,,,,,,
