ISU European Figure Skating Championships,,,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
10 FSSp2  2.30  0.00 0 -1 0 0,,0 0 0 0,,0,- - -,2.30,
11 SlSt3  3.30  0.50 1 1 1 1,,1 0 1 1,,1,- - -,3.80,
12 1A+2T  2.31 x  0.00 0 0 0 0,,0 0 0 0,,0,- - -,2.31,
13 CCoSp3  3.00  0.50 1 1 1 1,,1 0 1 1,,0,- - -,3.50,
61.86,,,,,,58.22,
Program Components Factor,,,,,,,
Skating Skills  2.00 5.50 5.75 6.00 5.75,,6.25 5.75 5.50 6.00,,6.25,- - -,5.75,
Transition / Linking Footwork  2.00 5.25 5.25 5.50 5.25,,5.75 4.25 5.00 5.50,,6.00,- - -,5.25,
Performance / Execution  2.00 5.75 5.75 5.00 5.50,,6.00 5.75 5.00 6.00,,6.25,- - -,5.75,
Choreography / Composition  2.00 5.75 5.50 5.75 5.75,,6.25 5.75 5.25 5.50,,6.25,- - -,5.65,
Interpretation  2.00 5.75 5.75 5.75 5.50,,6.25 5.50 5.25 5.50,,6.00,- - -,5.60,
Judges Total Program Component Score (factored),,,,,,56.00,
Deductions:,,,,,,0.00,
"<  Downgraded jumpx  Credit for highlight distribution, base value multiplied by 1.1e  Jump take off with wrong edge (long)",,,,,,,
ISU European Figure Skating Championships,,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
"",Total Total,,,Total,Total,
NOC,Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,,
Code,Score Score,,,Score (factored),,
"",=,+,,+,-,
13 Sergei VORONOV RUS,113.67  51.57,,,63.10,1.00,
"# Executed Base GOE",The Judges Panel,,,,Scores,
Elements Value,(in random order),,,,of Panel,
1 4T< <  4.00 -3.00 -3 -3 -3 -3,-3 -3 -3,-3,,-3 - - -,1.00,
2 3A  8.20  1.20 1 1 1 1,1 2 0,I2nfo,,1 - - -,9.40,Info
3 2F e  1.70 -0.48 -2 -1 -2 -1,-2 -2 -2,-1,,-1 - - -,1.22,
4 3A+2T  9.50  0.80 1 1 0 0,1 1 0,1,,0 - - -,10.30,
5 FCCoSp4  3.50  0.30 1 1 1 1,1 0 0,0,,0 - - -,3.80,
6 CiSt2  2.30  0.40 1 1 0 1,1 0 0,1,,0 - - -,2.70,
7 3Lo  5.50 x  0.60 0 1 0 0,0 1 1,1,,0 - - -,6.10,
8 FSSp2  2.30  0.30 1 1 1 1,1 0 0,0,,1 - - -,2.60,
9 3T+2T  5.83 x  0.40 0 1 0 0,0 0 1,1,,0 - - -,6.23,
10 2S  1.43 x -0.42 -2 -1 -2 -1,-2 -1 -2,-1,,-1 - - -,1.01,
11 2T  1.43 x -0.12 -1 0 -1 0,-1 0 0,-1,,-1 - - -,1.31,
12 SlSt2  2.30  0.30 0 1 0 1,1 0 1,0,,-1 - - -,2.60,
13 CCoSp3  3.00  0.30 1 1 1 1,1 0 0,0,,0 - - -,3.30,
50.99,,,,,51.57,
Program Components Factor,,,,,,
Skating Skills  2.00 6.50 7.00 6.00 6.75,6.75 6.75 6.00,6.25,,6.75 - - -,6.60,
Transition / Linking Footwork  2.00 6.00 6.75 6.25 6.00,6.50 5.25 5.75,6.00,,6.50 - - -,6.05,
Performance / Execution  2.00 5.75 7.00 5.75 6.25,6.50 6.50 6.00,6.25,,6.75 - - -,6.30,
Choreography / Composition  2.00 6.00 6.75 6.75 6.50,6.75 6.50 6.25,6.00,,6.75 - - -,6.40,
Interpretation  2.00 6.00 6.75 6.25 6.25,6.75 6.00 6.00,6.00,,6.50 - - -,6.20,
Judges Total Program Component Score (factored),,,,,63.10,
Deductions: Falls: -1.00,,,,,-1.00,
"<  Downgraded jumpx  Credit for highlight distribution, base value multiplied by 1.1e  Jump take off with wrong edge (long)",,,,,,
"",Total Total,,,Total,Total,
NOC,Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,,
Code,Score Score,,,Score (factored),,
"",=,+,,+,-,
14 Igor MACYPURA SVK,110.56  58.96,,,51.60,0.00,
"# Executed Base GOE",The Judges Panel,,,,Scores,
Elements Value,(in random order),,,,of Panel,
1 3A+3T  12.20  1.00 0 1 0 1,1 1 1,1,,1 - - -,13.20,
2 3A  8.20 -1.12 -1 -1 -1 -1,-1 0 -1,0,,-1 - - -,7.08,
3 3Lz !  6.00 -0.60 -1 0 -1 -1,0 -1 -1,0,,0 - - -,5.40,
4 CiSt3  3.30  0.30 1 1 1 0,0 1 0,1,,0 - - -,3.60,
5 FSSp3  2.60  0.10 0 0 0 0,0 0 1,1,,0 - - -,2.70,
6 3Lo  5.50 x  0.00 0 0 0 0,0 0 0,0,,0 - - -,5.50,
7 3S+SEQ  3.96 x -1.60 -2 -1 -2 -2,-2 -2 -1,-1,,-1 - - -,2.36,
8 2F  1.87 x  0.00 0 0 0 0,0 0 0,0,,0 - - -,1.87,
9 2A+2T  5.28 x -0.48 -1 -1 -1 0,0 -1 -1,0,,0 - - -,4.80,
10 2A  3.85 x  0.00 0 0 0 0,0 0 0,0,,0 - - -,3.85,
11 SlSt3  3.30  0.00 1 0 0 0,0 0 0,0,,0 - - -,3.30,
12 CCoSp3  3.00  0.00 1 0 0 0,0 0 0,0,,0 - - -,3.00,
13 CSSp2  2.30  0.00 0 0 0 0,0 0 0,0,,0 - - -,2.30,
61.36,,,,,58.96,
Program Components Factor,,,,,,
Skating Skills  2.00 5.00 5.25 5.75 5.50,5.50 5.75 5.25,5.50,,5.50 - - -,5.40,
Transition / Linking Footwork  2.00 5.25 4.50 5.50 4.75,5.25 4.25 4.75,4.50,,5.00 - - -,4.75,
Performance / Execution  2.00 5.25 4.75 5.00 5.25,5.50 5.25 5.25,5.00,,5.25 - - -,5.20,
Choreography / Composition  2.00 5.50 4.75 6.00 5.25,5.50 5.50 5.25,5.00,,5.50 - - -,5.30,
Interpretation  2.00 5.50 4.75 5.25 5.00,5.50 5.50 5.00,4.75,,5.00 - - -,5.15,
Judges Total Program Component Score (factored),,,,,51.60,
Deductions:,,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1!  Jump take off with wrong edge (short)",,,,,,
ISU European Figure Skating Championships,,,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
"",Total Total,,,,Total,Total,
NOC,Segment Element,,,,Program  Component,Deductions,
Rank Name,,,,,,,
Code,Score Score,,,,Score (factored),,
"",=,+,,,+,-,
15 Gregor URBAS SLO,108.75  58.25,,,,50.50,0.00,
"# Executed Base GOE",The Judges Panel,,,,,Scores,
Elements Value,(in random order),,,,,of Panel,
1 3Lz+3T+2T  11.30  0.40 -2 1 0 0,0 1 0,1,,0,- - -,11.70,
2 3A  8.20 -2.80 -2 -2 -1 -2,-2 -2 -2,-I2nfo,,-2,- - -,5.40,Info
3 3Lz !  6.00 -0.80 -2 0 -1 -1,-1 -1 -1,0,,0,- - -,5.20,
4 FSSp3  2.60  0.30 -1 1 1 1,0 0 1,1,,0,- - -,2.90,
5 3S  4.50  0.40 0 0 1 1,0 1 0,1,,0,- - -,4.90,
6 CiSt2  2.30  0.00 0 0 1 0,0 0 0,0,,0,- - -,2.30,
7 3A+SEQ  7.22 x -1.68 -1 -2 -2 0,-2 -1 -2,0,,-2,- - -,5.54,
8 3F  6.05 x  0.00 -1 0 0 0,0 0 0,1,,0,- - -,6.05,
9 CCoSp4  3.50  0.00 0 0 0 0,0 0 0,1,,0,- - -,3.50,
10 SlSt2  2.30  0.20 1 1 0 0,0 0 0,1,,1,- - -,2.50,
11 3Lo<+2T< <  2.09 x -0.68 -2 -2 -3 -3,-3 -2 -2,-2,,-3,- - -,1.41,
12 2A  3.85 x  0.00 0 0 0 0,0 0 0,0,,0,- - -,3.85,
13 CSSp4  3.00  0.00 -1 0 -3 0,0 0 0,1,,0,- - -,3.00,
62.91,,,,,,58.25,
Program Components Factor,,,,,,,
Skating Skills  2.00 4.75 5.50 5.75 5.50,5.25 5.75 5.25,5.00,,5.25,- - -,5.30,
Transition / Linking Footwork  2.00 4.50 4.50 5.25 4.75,5.00 5.25 4.50,4.75,,4.50,- - -,4.70,
Performance / Execution  2.00 5.00 5.25 4.75 5.00,5.25 5.50 4.75,5.25,,5.00,- - -,5.15,
Choreography / Composition  2.00 4.75 5.00 5.25 5.25,5.00 5.75 5.00,5.00,,4.75,- - -,5.05,
Interpretation  2.00 5.00 5.00 5.25 4.75,5.25 5.25 4.75,5.25,,4.75,- - -,5.05,
Judges Total Program Component Score (factored),,,,,,50.50,
Deductions:,,,,,,0.00,
"<  Downgraded jumpx  Credit for highlight distribution, base value multiplied by 1.1!  Jump take off with wrong edge (short)",,,,,,,
"",Total Total,,,,Total,Total,
NOC,Segment Element,,,,Program  Component,Deductions,
Rank Name,,,,,,,
Code,Score Score,,,,Score (factored),,
"",=,+,,,+,-,
16 Peter LIEBERS GER,108.66  55.26,,,,54.40,1.00,
"# Executed Base GOE",The Judges Panel,,,,,Scores,
Elements Value,(in random order),,,,,of Panel,
1 3Lz+3T  10.00 -2.00 -2 -2 -3 -2,-3 -2 -2,-2,,-2,- - -,8.00,
2 2A  3.50  0.40 0 0 0 1,0 2 0,1,,0,- - -,3.90,
3 2A+2T  4.80  0.60 0 1 0 0,1 2 1,0,,0,- - -,5.40,
4 CSSp2  2.30  0.10 0 0 0 1,0 0 1,0,,0,- - -,2.40,
5 3Lz  6.00  0.60 0 1 0 0,1 2 0,1,,0,- - -,6.60,
6 3S+2T  5.80 -0.20 -1 0 -1 0,0 0 0,-1,,-1,- - -,5.60,
7 FSSp2  2.30 -0.24 -1 -2 -1 0,-1 0 -1,-1,,-1,- - -,2.06,
8 CiSt3  3.30  0.30 1 0 1 1,1 1 0,0,,1,- - -,3.60,
9 3T  4.40 x  0.60 0 1 1 0,0 2 1,1,,0,- - -,5.00,
10 3Lo  5.50 x  0.60 0 0 0 1,1 1 0,1,,1,- - -,6.10,
11 CCoSp3  3.00  0.00 0 0 -1 0,1 0 0,0,,0,- - -,3.00,
12 SlSt3  3.30  0.30 1 0 0 0,1 0 1,1,,0,- - -,3.60,
13 3T*+2T* *  0.00  0.00 - - - -,- - -,-,,-,- - -,0.00,
54.20,,,,,,55.26,
Program Components Factor,,,,,,,
Skating Skills  2.00 5.00 5.75 5.75 5.50,5.50 6.00 5.75,5.50,,5.50,- - -,5.60,
Transition / Linking Footwork  2.00 5.25 5.50 5.00 5.00,5.25 5.00 5.00,4.75,,5.00,- - -,5.10,
Performance / Execution  2.00 5.50 5.75 5.25 5.25,5.25 5.75 5.25,5.25,,5.50,- - -,5.40,
Choreography / Composition  2.00 5.75 5.50 6.25 5.50,5.50 6.25 5.50,5.25,,5.50,- - -,5.55,
Interpretation  2.00 5.50 5.50 5.50 5.75,5.50 6.00 5.50,5.50,,5.25,- - -,5.55,
Judges Total Program Component Score (factored),,,,,,54.40,
Deductions: Falls: -1.00,,,,,,-1.00,
"*  Invalid elementx  Credit for highlight distribution, base value multiplied by 1.1",,,,,,,
ISU European Figure Skating Championships,,,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
"",,Total Total,,,Total,Total,
NOC,,Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,,,
Code,,Score Score,,,Score (factored),,
"",,= +,,,+,-,
17 Clemens BRUMMER GER,,106.11  57.71,,,49.40,1.00,
"# Executed Base GOE",,The Judges Panel,,,,Scores,
Elements Value,,(in random order),,,,of Panel,
1 3T+3T  8.00  1.00 1 1 0,1,1 1 0 1,,1,- - -,9.00,
2 3Lo  5.00  0.80 0 1 1,1,1 1 0 I1nfo,,0,- - -,5.80,Info
3 3Lz+2T  7.30 -1.80 -2 -2 -2,-2,-1 -1 -2 -2,,-2,- - -,5.50,
4 2A  3.50 -0.80 -1 -1 -1,-1,-1 0 -1 -1,,-1,- - -,2.70,
5 CCoSp4  3.50  0.10 0 0 0,0,0 1 1 0,,0,- - -,3.60,
6 SeSt2  2.30  0.10 1 0 0,0,0 1 0 0,,0,- - -,2.40,
7 3S  4.95 x -1.00 -1 -1 -1,-1,-1 -1 -1 -1,,-1,- - -,3.95,
8 CSSp4  3.00  0.50 1 1 1,1,1 1 0 2,,1,- - -,3.50,
9 3Lz+2T+2Lo  9.68 x -1.40 -2 -2 -2,-1,-1 -1 -2 -1,,-2,- - -,8.28,
10 2A  3.85 x -0.32 0 0 -1,0,-1 0 -1 -1,,-1,- - -,3.53,
11 3F e  6.05 x -3.00 -3 -3 -3,-3,-3 -3 -3 -3,,-3,- - -,3.05,
12 SlSt3  3.30  0.00 0 0 0,0,0 1 0 0,,0,- - -,3.30,
13 FSSp4  3.00  0.10 -1 0 0,0,0 1 0 1,,1,- - -,3.10,
63.43,,,,,,57.71,
Program Components Factor,,,,,,,
Skating Skills  2.00 4.75 5.25 6.00,5.50,5.25 6.25 5.00 4.50,,5.25,- - -,5.15,
Transition / Linking Footwork  2.00 4.50 4.75 5.00,5.00,5.00 5.75 4.50 4.00,,4.75,- - -,4.75,
Performance / Execution  2.00 4.25 5.00 4.75,5.25,5.25 5.75 4.75 4.25,,5.25,- - -,4.90,
Choreography / Composition  2.00 4.75 5.00 5.75,5.50,5.00 6.00 5.00 4.00,,5.50,- - -,5.05,
Interpretation  2.00 4.50 4.50 5.25,5.50,5.00 6.00 4.75 4.00,,5.00,- - -,4.85,
Judges Total Program Component Score (factored),,,,,,49.40,
Deductions: Falls: -1.00,,,,,,-1.00,
"x  Credit for highlight distribution, base value multiplied by 1.1e  Jump take off with wrong edge (long)",,,,,,,
"",,Total Total,,,Total,Total,
NOC,,Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,,,
Code,,Score Score,,,Score (factored),,
"",,= +,,,+,-,
18 Przemyslaw DOMANSKI POL,,105.21  56.81,,,48.40,0.00,
"# Executed Base GOE",,The Judges Panel,,,,Scores,
Elements Value,,(in random order),,,,of Panel,
1 3F+3T  9.50  0.60 0 0 0,1,0 1 1 1,,1,- - -,10.10,
2 2A  3.50  0.00 0 0 1,0,0 0 0 0,,0,- - -,3.50,
3 3Lz e  6.00 -2.00 -2 -2 -2,-2,-1 -2 -2 -2,,-2,- - -,4.00,
4 3F+3Lo  10.50 -0.40 -1 0 -1,0,0 -1 -1 0,,0,- - -,10.10,
5 FSSp4  3.00  0.40 1 1 0,1,1 0 0 1,,1,- - -,3.40,
6 SlSt3  3.30  0.00 0 1 0,0,0 0 0 0,,0,- - -,3.30,
7 3Lz+2T e  8.03 x -2.00 -2 -2 -2,-2,-1 -2 -2 -2,,-1,- - -,6.03,
8 CSSp4  3.00  0.40 0 1 1,1,0 1 1 1,,0,- - -,3.40,
9 3S  4.95 x -2.00 -2 -2 -2,-2,-2 -2 -2 -2,,-2,- - -,2.95,
10 2A  3.85 x  0.00 0 0 -1,0,0 0 -1 0,,0,- - -,3.85,
11 1A  0.88 x  0.00 0 0 0,0,0 0 0 0,,0,- - -,0.88,
12 CiSt2  2.30  0.00 0 0 0,0,0 0 0 0,,0,- - -,2.30,
13 CCoSp3  3.00  0.00 -1 0 -2,0,0 0 0 0,,0,- - -,3.00,
61.81,,,,,,56.81,
Program Components Factor,,,,,,,
Skating Skills  2.00 4.25 5.50 5.25,5.25,5.25 5.25 5.25 4.00,,5.25,- - -,5.05,
Transition / Linking Footwork  2.00 4.00 4.75 5.00,4.75,4.75 4.25 4.75 4.50,,4.75,- - -,4.60,
Performance / Execution  2.00 4.00 5.25 4.50,5.00,5.00 5.00 4.75 4.00,,5.25,- - -,4.75,
Choreography / Composition  2.00 4.50 5.50 5.50,5.25,5.25 5.00 5.00 4.25,,5.25,- - -,5.00,
Interpretation  2.00 4.25 5.25 4.75,5.00,5.00 4.75 5.00 4.25,,5.00,- - -,4.80,
Judges Total Program Component Score (factored),,,,,,48.40,
Deductions:,,,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1e  Jump take off with wrong edge (long)",,,,,,,
ISU European Figure Skating Championships,,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
"",Total Total,,,Total,Total,
NOC,Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,,
Code,Score Score,,,Score (factored),,
"",=,+,,+,-,
19 Ari-Pekka NURMENKARI FIN,104.24  49.24,,,55.00,0.00,
"# Executed Base GOE",The Judges Panel,,,,Scores,
Elements Value,(in random order),,,,of Panel,
1 3A< <  3.50 -1.96 -3 -2 -3 -3,-2 -2 -3,-2,,-3 - - -,1.54,
2 3Lo  5.00 -0.20 0 1 -1 0,0 -1 -1,I0nfo,,0 - - -,4.80,Info
3 3Lz+2T  7.30  0.20 0 1 0 0,0 1 0,0,,0 - - -,7.50,
4 3F !  5.50 -0.60 -1 0 -1 -1,0 -1 -1,0,,0 - - -,4.90,
5 FSSp4  3.00  0.40 0 1 1 1,1 0 1,1,,0 - - -,3.40,
6 CiSt2  2.30  0.10 0 0 0 0,1 1 0,0,,0 - - -,2.40,
7 1F  0.55 x -0.02 0 -1 0 0,0 0 0,-1,,0 - - -,0.53,
8 3Lz< <  2.09 x -0.92 -3 -3 -3 -3,-3 -2 -3,-2,,-2 - - -,1.17,
9 3S+2T  6.38 x  0.60 1 0 1 1,1 0 0,1,,1 - - -,6.98,
10 3T+2T+2Lo  7.48 x -0.40 -1 0 0 0,0 0 -1,-1,,0 - - -,7.08,
11 SlSt2  2.30  0.00 0 0 0 0,0 0 0,0,,0 - - -,2.30,
12 CCoSp4  3.50  0.20 0 1 0 1,0 0 0,1,,0 - - -,3.70,
13 CSSp4  3.00 -0.06 0 0 0 0,0 -1 -1,0,,0 - - -,2.94,
51.90,,,,,49.24,
Program Components Factor,,,,,,
Skating Skills  2.00 6.00 6.00 5.50 5.50,5.75 6.50 5.50,5.75,,5.75 - - -,5.80,
Transition / Linking Footwork  2.00 5.50 5.00 5.25 5.00,5.50 5.00 5.00,5.00,,5.25 - - -,5.10,
Performance / Execution  2.00 5.75 6.00 4.50 5.25,5.50 6.00 5.25,5.25,,5.50 - - -,5.55,
Choreography / Composition  2.00 5.50 5.50 6.00 5.50,5.50 6.00 5.50,5.50,,5.50 - - -,5.50,
Interpretation  2.00 5.75 5.50 5.25 5.25,5.75 6.00 5.25,5.50,,5.25 - - -,5.55,
Judges Total Program Component Score (factored),,,,,55.00,
Deductions:,,,,,0.00,
"<  Downgraded jumpx  Credit for highlight distribution, base value multiplied by 1.1!  Jump take off with wrong edge (short)",,,,,,
"",Total Total,,,Total,Total,
NOC,Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,,
Code,Score Score,,,Score (factored),,
"",=,+,,+,-,
20 Anton KOVALEVSKI UKR,100.68  48.18,,,52.50,0.00,
"# Executed Base GOE",The Judges Panel,,,,Scores,
Elements Value,(in random order),,,,of Panel,
1 3A  8.20 -2.80 -2 -2 -2 -2,-2 -2 -2,-2,,-2 - - -,5.40,
2 3F+3T e  9.50 -2.20 -2 -2 -2 -3,-2 -2 -3,-2,,-2 - - -,7.30,
3 2Lz+2T  3.20 -0.12 -2 0 0 0,0 0 -1,-1,,-1 - - -,3.08,
4 3Lo  5.00 -2.00 -2 -2 -2 -2,-2 -2 -2,-2,,-2 - - -,3.00,
5 CCoSp4  3.50  0.50 1 1 0 1,1 1 1,1,,0 - - -,4.00,
6 SlSt3  3.30  0.20 0 0 -1 1,1 1 -1,0,,0 - - -,3.50,
7 2Lz+2T+2T  4.95 x -0.06 -1 0 0 0,0 0 -1,0,,0 - - -,4.89,
8 2S  1.43 x -0.06 -1 0 0 0,0 0 -1,0,,-1 - - -,1.37,
9 2A  3.85 x -0.96 -1 -1 -1 -1,-1 -2 -2,-1,,-1 - - -,2.89,
10 CSSp4  3.00  0.30 1 1 1 0,0 1 0,1,,0 - - -,3.30,
11 CiSt3  3.30  0.30 1 0 0 1,1 0 0,1,,0 - - -,3.60,
12 2A  3.85 x  0.00 0 0 0 0,0 0 0,0,,0 - - -,3.85,
13 FCSSp2  2.30 -0.30 -2 -1 -1 -1,-1 0 -1,-1,,-1 - - -,2.00,
55.38,,,,,48.18,
Program Components Factor,,,,,,
Skating Skills  2.00 5.25 5.75 5.75 5.25,5.50 6.00 5.00,5.50,,5.25 - - -,5.45,
Transition / Linking Footwork  2.00 5.00 5.00 5.00 4.75,5.25 5.00 4.50,5.00,,4.75 - - -,4.95,
Performance / Execution  2.00 4.75 5.25 4.75 5.00,5.25 5.50 4.75,5.25,,5.00 - - -,5.10,
Choreography / Composition  2.00 5.25 5.50 6.00 5.50,5.50 6.00 5.00,5.50,,5.25 - - -,5.45,
Interpretation  2.00 5.00 5.50 5.25 5.25,5.25 5.75 4.75,5.50,,4.75 - - -,5.30,
Judges Total Program Component Score (factored),,,,,52.50,
Deductions:,,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1e  Jump take off with wrong edge (long)",,,,,,
ISU European Figure Skating Championships,,,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
"",Total Total,,,,Total,Total,
NOC,Segment Element,,,Program  Component,,Deductions,
Rank Name,,,,,,,
Code,Score Score,,,,Score (factored),,
"",=,+,,,+,-,
21 Adrian SCHULTHEISS SWE,97.82  43.72,,,,54.10,0.00,
"# Executed Base GOE",The Judges Panel,,,,,Scores,
Elements Value,(in random order),,,,,of Panel,
1 1A+2T  2.10  0.00 0 0 -1 0,0 -1 0,0,0,,- - -,2.10,
2 3Lz+3T  10.00  0.60 0 1 0 1,1 0 0,I1nfo,0,,- - -,10.60,Info
3 1A  0.80  0.00 0 0 -1 0,0 -1 0,0,0,,- - -,0.80,
4 CSSp4  3.00  0.00 0 1 0 0,0 0 0,0,0,,- - -,3.00,
5 3F !  5.50 -1.20 -1 0 -1 -1,-1 -2 -2,-1,-1,,- - -,4.30,
6 FSSp2  2.30  0.00 -1 0 0 0,0 0 0,1,0,,- - -,2.30,
7 3Lo  5.00 -1.00 -1 -1 -1 -1,-1 -1 -1,-1,-1,,- - -,4.00,
8 2Lz  2.09 x -0.54 -2 -2 -2 -1,-1 -2 -2,-2,-1,,- - -,1.55,
9 CoSp4  3.00  0.00 0 0 0 0,0 0 0,0,0,,- - -,3.00,
10 CiSt3  3.30  0.40 1 0 0 1,1 1 0,1,1,,- - -,3.70,
11 3F+2T e  7.48 x -2.00 -3 -2 -3 -2,-2 -2 -2,-2,-2,,- - -,5.48,
12 3S< <  1.43 x -0.84 -3 -3 -3 -3,-2 -2 -3,-2,-2,,- - -,0.59,
13 SlSt2  2.30  0.00 0 0 0 0,0 0 0,1,0,,- - -,2.30,
48.30,,,,,,43.72,
Program Components Factor,,,,,,,
Skating Skills  2.00 5.50 6.00 5.75 5.75,5.50 6.25 5.25,5.75,5.75,,- - -,5.70,
Transition / Linking Footwork  2.00 5.50 5.25 5.25 5.00,5.50 4.50 4.75,5.00,5.25,,- - -,5.10,
Performance / Execution  2.00 5.00 5.75 4.00 5.25,5.25 5.25 5.25,5.50,5.25,,- - -,5.30,
Choreography / Composition  2.00 5.50 5.75 6.00 5.50,5.50 6.00 5.00,5.50,5.50,,- - -,5.55,
Interpretation  2.00 5.00 5.75 5.00 5.25,5.50 5.50 4.75,6.00,5.25,,- - -,5.40,
Judges Total Program Component Score (factored),,,,,,54.10,
Deductions:,,,,,,0.00,
"<  Downgraded jumpx  Credit for highlight distribution, base value multiplied by 1.1e  Jump take off with wrong edge (long)","!  Jump take off with wrong edge (short)",,,,,,
"",Total Total,,,,Total,Total,
NOC,Segment Element,,,Program  Component,,Deductions,
Rank Name,,,,,,,
Code,Score Score,,,,Score (factored),,
"",=,+,,,+,-,
22 Boris MARTINEC CRO,96.00  49.20,,,,47.80,1.00,
"# Executed Base GOE",The Judges Panel,,,,,Scores,
Elements Value,(in random order),,,,,of Panel,
1 3F e  5.50 -1.00 -1 -1 1 -1,-1 -1 -1,-1,-1,,- - -,4.50,
2 3Lz+2T  7.30  0.00 0 0 -1 0,0 0 -1,0,-1,,- - -,7.30,
3 3Lo  5.00 -1.00 -1 -1 -1 -1,-1 -1 -1,-1,-1,,- - -,4.00,
4 FSSp3  2.60  0.20 0 0 0 0,1 1 0,1,0,,- - -,2.80,
5 3F+2T e  6.80 -1.00 -2 -1 -1 -1,-1 -1 -1,-1,-1,,- - -,5.80,
6 CiSt3  3.30  0.00 0 0 0 0,0 0 0,0,0,,- - -,3.30,
7 2T  1.43 x  0.40 1 0 0 1,1 2 1,0,0,,- - -,1.83,
8 3Lz  6.60 x  0.00 0 0 0 0,0 1 0,0,-1,,- - -,6.60,
9 CSSp3  2.60  0.00 -1 0 0 0,0 0 0,0,0,,- - -,2.60,
10 SlSt2  2.30  0.50 1 1 0 1,1 0 1,1,1,,- - -,2.80,
11 3S  4.95 x -3.00 -3 -2 -3 -3,-3 -3 -3,-3,-3,,- - -,1.95,
12 1A+2A+SEQ  3.78 x  0.00 -1 0 0 0,0 0 0,0,0,,- - -,3.78,
13 CCoSp1  2.00 -0.06 -1 0 0 0,0 0 0,-1,0,,- - -,1.94,
54.16,,,,,,49.20,
Program Components Factor,,,,,,,
Skating Skills  2.00 4.50 5.00 5.50 4.75,5.25 5.25 4.75,4.50,4.50,,- - -,4.85,
Transition / Linking Footwork  2.00 4.25 4.00 4.75 4.25,4.75 4.00 4.50,4.50,4.00,,- - -,4.30,
Performance / Execution  2.00 4.25 4.50 5.00 4.50,5.50 5.25 4.75,5.00,4.25,,- - -,4.80,
Choreography / Composition  2.00 4.50 4.50 5.00 5.00,5.25 5.50 5.00,4.75,4.50,,- - -,4.90,
Interpretation  2.00 4.50 5.00 5.25 4.75,5.50 5.50 5.00,5.00,4.50,,- - -,5.05,
Judges Total Program Component Score (factored),,,,,,47.80,
Deductions: Falls: -1.00,,,,,,-1.00,
"x  Credit for highlight distribution, base value multiplied by 1.1e  Jump take off with wrong edge (long)",,,,,,,
ISU European Figure Skating Championships,,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
"",,Total Total,,Total,Total,
NOC,,Segment Element,,Program  Component,Deductions,
Rank Name,,,,,,
Code,,Score Score,,Score (factored),,
"",,= +,,+,-,
23 Alexander MAJOROV SWE,,92.79  42.79,,54.00,4.00,
"# Executed Base GOE",,The Judges Panel,,,Scores,
Elements Value,,(in random order),,,of Panel,
1 3Lz+3T< <  7.30 -2.40 -2 -3 -3,-3,-2 -2 -3 -2,,-3 - - -,4.90,
2 3Lo  5.00  0.60 1 0 0,0,1 1 0 I1nfo,,0 - - -,5.60,Info
3 3F  5.50 -3.00 -3 -3 -3,-3,-3 -3 -3 -3,,-3 - - -,2.50,
4 3S  4.50 -1.20 -2 -1 -2,-1,-1 -1 -2 -1,,-1 - - -,3.30,
5 2A  3.50  0.40 1 1 0,0,0 0 0 1,,0 - - -,3.90,
6 CCoSp3  3.00  0.50 1 1 1,1,1 1 1 1,,1 - - -,3.50,
7 SlSt3  3.30  0.50 1 1 1,1,1 1 0 1,,1 - - -,3.80,
8 FSSp3  2.60  0.20 0 1 0,0,1 1 0 0,,0 - - -,2.80,
9 3Lz  6.60 x -3.00 -2 -3 -3,-3,-3 -3 -3 -3,,-3 - - -,3.60,
10 3S<+SEQ <  1.14 x -1.00 -3 -3 -3,-3,-3 -3 -3 -3,,-3 - - -,0.14,
11 CSSp3  2.60  0.40 1 1 0,1,1 0 0 1,,0 - - -,3.00,
12 2A  3.85 x -0.80 -1 -1 -2,-1,-1 -1 -1 -1,,-1 - - -,3.05,
13 CiSt2  2.30  0.40 1 1 0,1,0 1 0 1,,1 - - -,2.70,
51.19,,,,,42.79,
Program Components Factor,,,,,,
Skating Skills  2.00 5.75 6.00 6.00,5.25,5.25 5.75 5.25 5.50,,5.00 - - -,5.50,
