Cup of China 2006,,,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
4 2F+2T  3.00  0.00,0 0 0 0,,0 -1 0 0,,1,0 - -,3.00
5 FCSp3  2.30  0.00,0 0 0 0,,0 0 1 0,,0,0 - -,2.30
6 2Lz  1.90  0.00,0 0 0 0,,0 0 0 0,,0,-1 - -,1.90
7 CCoSp2  2.50 -0.06,0 0 0 -1,,0 0 -1 0,,0,0 - -,2.44
8 USp2  1.50 -0.12,0 0 -1 0,,0 -1 -1 0,,0,0 - -,1.38
9 SpSq4  3.40  0.00,0 0 0 0,,0 0 0 0,,0,0 - -,3.40
10 2S+2T  2.86 x  0.00,0 0 0 0,,0 0 0 0,,1,0 - -,2.86
11 SlSt2  2.30  0.00,0 0 0 0,,0 0 0 0,,0,0 - -,2.30
12 2F  1.87 x -0.12,0 -1 -1 0,,-1 0 0 -1,,-1,0 - -,1.75
13 CCoSp3  3.00 -0.12,0 0 -1 -1,,0 0 -1 0,,0,0 - -,2.88
37.03,,,,,,,35.31
Program Components Factor,,,,,,,
Skating Skills  1.60,5.50 4.25 4.25 4.75,,4.75 4.25 4.75 3.75,,4.75,4.25 - -,4.35
Transition / Linking Footwork  1.60,4.75 4.00 3.50 4.25,,4.25 4.00 4.50 3.50,,4.50,3.75 - -,3.90
Performance / Execution  1.60,5.00 4.00 3.75 4.50,,4.25 4.25 4.75 4.00,,4.75,4.00 - -,4.15
Choreography / Composition  1.60,5.25 4.00 4.00 4.75,,4.50 4.25 4.50 3.75,,4.75,4.25 - -,4.20
Interpretation  1.60,5.50 4.00 3.75 4.50,,4.50 4.25 4.75 3.75,,5.00,4.00 - -,4.10
Judges Total Program Component Score (factored),,,,,,,33.12
Deductions:,,,,,,,0.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,,
Printed: 11/11/2006 18:06:57,,,,,,,
