ISU Four Continents Figure Skating Championships,,,,,,
MEN SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,,
MEN SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,,
Starting Total Total,,,,Total,Total,
Rank Name Nation Number Segment Element,,,,Program  Component,Deductions,
Score Score,,,,Score (factored),,
17 Ross MINER USA  15  58.27  21.92,,,,37.35,-1.00,
"# Executed Base GOE The Judges Panel",,,,,Ref Scores,
Elements Value (in random order),,,,,of Panel,
1 3F  5.30 -2.10 -3 -3 -3 -3 -3 -3,-2,,,-3 -3,3.20,
2 2A  3.30  0.21 1 0 0 1 0 0,1,,,0 1,3.51,
3 StSq3  3.30  0.71 2 1 1 2 2 1,1,,,1 2,4.01,
4 CCSp4  3.20  0.43 1 1 1 1 0 1,0,,,1 1,3.63,
"",Info,,,,,Info
5 1Lz*+COMBO *  0.00 x  0.00 - - - - - -,-,,,- -,0.00,
6 FSSp4  3.00  0.86 2 2 1 2 3 1,1,,,2 2,3.86,
7 CCoSp3p3  3.00  0.71 2 2 1 1 2 1,2,,,1 1,3.71,
21.10,,,,,21.92,
Program Components Factor,,,,,,
Skating Skills  1.00 8.25 7.75 7.75 7.50 7.75 7.50,7.25,,,7.75 7.50,7.64,
Transition / Linking Footwork  1.00 7.50 7.75 7.25 7.25 8.25 7.25,7.50,,,7.50 7.50,7.46,
Performance / Execution  1.00 6.75 7.25 7.25 7.25 7.00 7.25,7.00,,,7.50 6.75,7.11,
Choreography / Composition  1.00 8.25 7.50 7.50 7.75 8.00 7.50,7.50,,,7.25 7.25,7.57,
Interpretation  1.00 8.00 7.50 7.75 7.75 7.50 7.50,7.50,,,7.50 7.25,7.57,
Judges Total Program Component Score (factored),,,,,37.35,
Deductions: Falls: -1.00,,,,,-1.00,
"*  Invalid elementx  Credit for highlight distribution, base value multiplied by 1.1",,,,,,
Starting Total Total,,,,Total,Total,
Rank Name Nation Number Segment Element,,,,Program  Component,Deductions,
Score Score,,,,Score (factored),,
18 Denis MARGALIK ARG  2  57.71  28.53,,,,29.18,0.00,
"# Executed Base GOE The Judges Panel",,,,,Ref Scores,
Elements Value (in random order),,,,,of Panel,
1 2A  3.30  0.50 1 1 1 1 1 1,2,,,1 1,3.80,
2 3Lz+3T<< <<  7.30 -1.80 -2 -3 -3 -2 -3 -3,-2,,,-3 -2,5.50,
3 CSSp4  3.00  0.43 1 1 1 1 0 2,1,,,1 0,3.43,
4 3F  5.83 x -0.20 0 -1 0 1 0 -1,0,,,-1 0,5.63,
5 StSq4  3.90  0.70 1 1 1 1 1 1,1,,,1 1,4.60,
6 FCSp2V  1.60 -0.10 -1 0 0 1 -1 -2,1,,,0 -2,1.50,
7 CCoSp3p4  3.50  0.57 1 1 2 0 1 1,2,,,1 1,4.07,
28.43,,,,,28.53,
Program Components Factor,,,,,,
Skating Skills  1.00 6.25 6.00 6.00 5.75 5.75 6.25,5.25,,,5.75 4.75,5.82,
Transition / Linking Footwork  1.00 5.75 5.75 5.50 5.50 5.50 6.00,5.00,,,5.75 4.75,5.54,
Performance / Execution  1.00 6.00 5.75 5.75 5.75 5.50 6.50,5.75,,,6.25 4.50,5.82,
Choreography / Composition  1.00 6.25 6.00 6.00 5.50 6.00 6.50,5.75,,,6.25 5.00,5.96,
Interpretation  1.00 6.25 6.25 6.00 5.75 5.75 6.50,5.75,,,6.50 4.75,6.04,
Judges Total Program Component Score (factored),,,,,29.18,
Deductions:,,,,,0.00,
"<<  Downgraded jumpx  Credit for highlight distribution, base value multiplied by 1.1",,,,,,
ISU Four Continents Figure Skating Championships,,,,,,
MEN SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,,
Starting Total Total,,,,Total,Total,
Rank Name Nation Number Segment Element,,,,Program  Component,Deductions,
Score Score,,,,Score (factored),,
19 Brendan KERRY AUS  4  55.83  26.44,,,,30.39,-1.00,
"# Executed Base GOE The Judges Panel",,,,,Ref Scores,
Elements Value (in random order),,,,,of Panel,
1 4T<< <<  4.30 -2.10 -3 -3 -3 -3 -3 -3,-3,,,-3 -3,2.20,
2 3A  8.50 -1.43 -2 -2 -1 -2 -1 -1,-2,,,0 -1,7.07,
3 CCSp2  2.30 -0.04 -1 1 0 0 0 0,0,,,0 -1,2.26,
4 3Lz+COMBO  6.00 -2.10 -3 -3 -3 -3 -3 -3,-3,,,-3 -3,3.90,
"",Info,,,,,Info
5 StSq3  3.30  0.50 1 1 1 1 1 1,0,,,2 1,3.80,
6 FSSp4  3.00  0.57 0 2 1 2 1 1,1,,,1 1,3.57,
7 CCoSp3p4  3.50  0.14 0 0 0 1 1 0,1,,,0 0,3.64,
30.90,,,,,26.44,
Program Components Factor,,,,,,
Skating Skills  1.00 5.50 6.25 6.50 6.50 6.75 6.25,6.25,,,6.00 6.25,6.29,
Transition / Linking Footwork  1.00 5.00 6.00 5.50 6.25 6.25 5.75,5.50,,,5.50 6.25,5.82,
Performance / Execution  1.00 5.00 6.25 6.00 6.25 6.50 6.25,5.25,,,5.00 6.25,5.89,
Choreography / Composition  1.00 5.75 6.50 6.00 6.50 6.50 6.00,6.00,,,5.75 6.50,6.18,
Interpretation  1.00 5.00 6.75 6.00 6.75 6.75 6.50,5.50,,,5.50 6.50,6.21,
Judges Total Program Component Score (factored),,,,,30.39,
Deductions: Falls: -1.00,,,,,-1.00,
"<<  Downgraded jump",,,,,,
Starting Total Total,,,,Total,Total,
Rank Name Nation Number Segment Element,,,,Program  Component,Deductions,
Score Score,,,,Score (factored),,
20 Kevin REYNOLDS CAN  10  55.14  24.35,,,,34.79,-4.00,
"# Executed Base GOE The Judges Panel",,,,,Ref Scores,
Elements Value (in random order),,,,,of Panel,
1 4S<+COMBO <  8.10 -4.00 -3 -3 -3 -3 -3 -3,-3,,,-3 -3,4.10,
2 3A  8.50 -3.00 -3 -3 -3 -3 -3 -3,-3,,,-3 -3,5.50,
3 FUSp4  2.90  0.57 1 1 1 1 1 2,1,,,2 1,3.47,
4 4T<< <<  4.73 x -2.10 -3 -3 -3 -3 -3 -3,-3,,,-3 -3,2.63,
5 StSq3  3.30  1.14 2 2 2 1 3 3,2,,,3 2,4.44,
6 CSp* *  0.00  0.00 - - - - - -,-,,,- -,0.00,
7 CCoSp3p4  3.50  0.71 2 1 1 1 2 2,1,,,3 1,4.21,
31.03,,,,,24.35,
Program Components Factor,,,,,,
Skating Skills  1.00 6.75 7.00 7.25 7.00 7.00 7.50,7.00,,,7.75 6.75,7.07,
Transition / Linking Footwork  1.00 6.50 6.75 6.50 7.00 7.25 7.25,6.50,,,7.75 7.00,6.89,
Performance / Execution  1.00 6.25 6.75 5.00 6.50 7.00 7.00,6.00,,,5.50 6.00,6.29,
Choreography / Composition  1.00 7.25 7.25 6.25 6.75 7.50 7.75,7.25,,,8.25 7.00,7.25,
Interpretation  1.00 7.25 7.25 6.50 7.00 7.50 8.00,7.25,,,8.00 6.75,7.29,
Judges Total Program Component Score (factored),,,,,34.79,
Deductions: Falls: -4.00,,,,,-4.00,
"<  Under-rotated jump<<  Downgraded jump*  Invalid elementx  Credit for highlight distribution, base value multiplied by 1.1",,,,,,
ISU Four Continents Figure Skating Championships,,,,,,
MEN SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,,
Starting Total Total,,,,Total,Total,
Rank Name Nation Number Segment Element,,,,Program  Component,Deductions,
Score Score,,,,Score (factored),,
21 Leslie IP HKG  1  54.81  30.34,,,,24.47,0.00,
"# Executed Base GOE The Judges Panel",,,,,Ref Scores,
Elements Value (in random order),,,,,of Panel,
1 3Lz+3T  10.30  0.00 0 0 0 0 -1 0,0,,,0 1,10.30,
2 FCSp3  2.80  0.03 -1 0 0 1 0 1,0,,,0 -1,2.83,
3 StSq2  2.60  0.07 -1 0 1 0 1 0,0,,,0 0,2.67,
4 3Lo  5.61 x -0.80 -1 -2 -1 -2 -2 0,-1,,,-1 0,4.81,
"",Info,,,,,Info
5 CSSp3  2.60  0.00 0 0 0 0 0 1,0,,,0 0,2.60,
6 2A  3.63 x  0.00 0 0 0 0 0 0,0,,,0 0,3.63,
7 CCoSp3p4  3.50  0.00 0 0 0 1 0 0,0,,,0 0,3.50,
31.04,,,,,30.34,
Program Components Factor,,,,,,
Skating Skills  1.00 4.75 5.00 6.00 5.00 4.00 6.00,5.00,,,4.50 5.00,5.04,
Transition / Linking Footwork  1.00 4.00 4.50 5.75 4.50 4.75 5.25,4.50,,,4.25 4.75,4.64,
Performance / Execution  1.00 4.50 5.00 6.25 5.00 4.25 5.75,4.75,,,4.50 5.00,4.93,
Choreography / Composition  1.00 4.50 4.75 5.50 4.75 4.50 6.00,4.50,,,4.50 5.25,4.82,
Interpretation  1.00 4.25 5.25 6.00 5.25 4.50 6.00,4.75,,,4.25 5.25,5.04,
Judges Total Program Component Score (factored),,,,,24.47,
Deductions:,,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,,
Starting Total Total,,,,Total,Total,
Rank Name Nation Number Segment Element,,,,Program  Component,Deductions,
Score Score,,,,Score (factored),,
22 Chih-I TSAO TPE  8  51.83  23.57,,,,29.26,-1.00,
"# Executed Base GOE The Judges Panel",,,,,Ref Scores,
Elements Value (in random order),,,,,of Panel,
1 3A  8.50 -3.00 -3 -3 -3 -3 -3 -3,-3,,,-3 -3,5.50,
2 3S+2T  5.70 -0.10 0 0 -1 0 -1 0,0,,,0 0,5.60,
3 CCSp4  3.20  0.57 1 1 1 2 2 1,1,,,1 1,3.77,
4 1F* *  0.00 x  0.00 - - - - - -,-,,,- -,0.00,
5 FSSp4  3.00  0.36 0 1 0 1 1 1,1,,,0 1,3.36,
6 StSq2  2.60  0.50 1 1 0 1 2 1,1,,,1 1,3.10,
7 CCoSp3p2  2.50 -0.26 0 -1 -1 -1 -1 -1,-1,,,-1 0,2.24,
25.50,,,,,23.57,
Program Components Factor,,,,,,
Skating Skills  1.00 6.00 5.00 6.25 6.50 5.75 6.25,6.25,,,6.75 6.25,6.18,
Transition / Linking Footwork  1.00 5.50 4.50 5.00 6.00 5.75 5.50,5.50,,,6.50 6.00,5.61,
Performance / Execution  1.00 5.75 4.50 5.50 6.25 6.00 5.75,5.75,,,6.00 5.75,5.79,
Choreography / Composition  1.00 5.75 5.00 5.25 6.50 5.50 5.50,6.00,,,6.50 6.25,5.82,
Interpretation  1.00 5.75 5.00 5.50 6.25 5.25 5.75,6.00,,,6.75 6.50,5.86,
Judges Total Program Component Score (factored),,,,,29.26,
Deductions: Falls: -1.00,,,,,-1.00,
"*  Invalid elementx  Credit for highlight distribution, base value multiplied by 1.1",,,,,,
ISU Four Continents Figure Skating Championships,,,,,
MEN SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,
Starting,Total Total,,Total,Total,
Rank Name Nation Number Segment,Element,,Program  Component,Deductions,
Score,Score,,Score (factored),,
23 Harry Hau Yin LEE HKG  9  42.54,20.14,,22.40,0.00,
"# Executed Base GOE The Judges Panel",,,,Ref Scores,
Elements Value (in random order),,,,of Panel,
1 3T+2T  5.60 -0.70 -1 -1 -1 -1,-1 -1,0,-1 -1,4.90,
2 3Lz< <  4.20 -1.80 -3 -2 -2 -3,-3 -2,-2,-3 -3,2.40,
3 FCSp4  3.20 -0.47 -2 -1 -2 -2,-2 -1,-1,-2 0,2.73,
4 2A  3.63 x  0.00 -1 0 0 0,0 0,0,0 0,3.63,
"",,,,,Info
5 CCoSp2p1  1.70 -0.51 -2 -2 -3 -2,-2 -1,-1,-1 -2,1.19,
6 StSq2  2.60 -0.14 -1 0 -1 -2,0 0,1,0 0,2.46,
7 CSSp4  3.00 -0.17 -1 0 -1 -1,-1 0,0,-1 1,2.83,
23.93,,,,20.14,
Program Components Factor,,,,,
Skating Skills  1.00 4.50 4.75 4.00 3.50,4.00 4.50,5.25,4.75 5.00,4.50,
Transition / Linking Footwork  1.00 4.25 4.50 3.25 3.50,4.25 4.00,5.25,4.25 4.50,4.18,
Performance / Execution  1.00 4.50 4.75 3.50 4.00,4.25 4.50,5.50,4.50 5.25,4.54,
Choreography / Composition  1.00 4.25 4.75 4.25 3.75,4.50 4.25,5.50,4.50 5.00,4.50,
Interpretation  1.00 4.75 5.00 3.75 3.50,4.50 4.50,6.00,4.75 5.50,4.68,
Judges Total Program Component Score (factored),,,,22.40,
Deductions:,,,,0.00,
"<  Under-rotated jumpx  Credit for highlight distribution, base value multiplied by 1.1",,,,,
Printed: 19.02.2016 21:47:39,,,,,
