ISU GP NHK Trophy 2008,,,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long)",,"<  Downgraded jump x  Credit for highlight distribution, base value multiplied by 1.1",,,,
"",,Total Total Total,Total,,,
NOC,,Segment Element Program  Component,Deductions,,,
Rank Name,,,,,,
Code,,Score Score Score (factored),,,,
"",,= + +,,-,,
12 Katarina GERBOLDT RUS,,71.53  34.21  38.32,,1.00,,
"# Executed Base GOE",,The Judges Panel,,Scores,,
Elements Value,,(in random order),of Panel,,,
1 2A  3.50  0.00 0 0 0 0,,0 0 0 0 0 0 - -,,3.50,,
2 3Lz !  6.00 -3.00 -3 -3 -3 -3,,-3 -3 -3 -3 -3 -3 - -,,3.00,,
3 3T+2T  5.30  0.20 0 0 0 1,,1 0 0 0 1 0 - -,,5.50,,
4 1F  0.50  0.00 0 0 -1 0,,0 -1 0 0 -1 0 - -,,0.50,,
5 FCSp3  2.80  0.20 1 1 0 1,,1 0 0 0 1 0 - -,,3.00,,
6 2F  1.70 -0.60 -2 -2 -2 -2,,-2 -2 -2 -2 -2 -2 - -,,1.10,,
7 3Lo< <  1.65 x -0.60 -2 -2 -1 -2,,-2 -1 -3 -2 -1 -2 - -,,1.05,,
8 SpSq2  2.30  0.00 -1 0 0 0,,0 0 -1 0 0 0 - -,,2.30,,
9 3S+2A+SEQ  7.04 x -0.40 0 -1 -1 -1,,0 -1 0 0 0 0 - -,,6.64,,
10 LSp2  1.90  0.04 0 0 0 1,,-1 0 1 -1 0 0 - -,,1.94,,
11 CiSt2  2.30 -0.12 0 0 0 -1,,-1 0 -1 0 0 0 - -,,2.18,,
12 CCoSp4  3.50  0.00 0 0 0 1,,0 0 0 0 0 0 - -,,3.50,,
38.49,,,,34.21,,
Program Components Factor,,,,,,
Skating Skills  1.60 5.25 5.50 5.00 4.50,,5.00 4.75 5.00 5.00 5.25 5.25 - -,,5.05,,
Transition / Linking Footwork  1.60 4.50 4.50 4.75 3.75,,4.25 4.00 4.00 4.50 5.00 4.50 - -,,4.35,,
Performance / Execution  1.60 5.00 5.75 5.00 4.50,,5.25 4.50 5.00 4.50 5.00 5.00 - -,,4.95,,
Choreography / Composition  1.60 5.00 4.75 5.25 4.75,,4.50 5.00 5.00 4.75 5.25 4.75 - -,,4.80,,
Interpretation  1.60 5.25 4.50 5.00 4.25,,5.00 4.75 5.25 4.50 5.25 5.00 - -,,4.80,,
Judges Total Program Component Score (factored),,,,38.32,,
Deductions: Falls: -1.00,,,,-1.00,,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long)",,"<  Downgraded jump x  Credit for highlight distribution, base value multiplied by 1.1",,,,
Printed: 29.11.2008 20:34:52,,,,,,
