ISU European Figure Skating Championships,,,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
Skating Skills  1.60 5.25 5.00 5.00,5.75,5.50 5.50 6.25 5.25,5.75,5.75 5.25 5.50,,5.43,
Transition / Linking Footwork  1.60 4.75 4.25 4.75,5.50,5.50 5.00 4.50 5.00,5.50,5.25 4.75 4.75,,5.00,
Performance / Execution  1.60 5.00 5.25 5.00,5.75,6.00 5.25 5.75 5.25,5.75,5.50 5.00 5.50,,5.36,
Choreography / Composition  1.60 5.00 5.00 5.00,5.50,5.75 5.50 5.00 5.00,5.50,5.25 5.25 5.25,,5.25,
Interpretation  1.60 5.25 5.25 5.00,5.50,6.00 5.25 5.00 5.00,5.75,5.25 5.75 4.75,,5.32,
Judges Total Program Component Score (factored),,,,,,42.18,
Deductions:,,,,,,0.00,
"*  Invalid element e  Jump take off with wrong edge <  Downgraded jump",,"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,
"",,Total Total,,Total,,Total,
NOC,,Segment Element,,Program  Component,,Deductions,
Rank Name,,,,,,,
Code,,Score Score,,Score (factored),,,
"",,= +,,+,,-,
12 Stefania BERTON ITA,,83.75  43.24,,40.51,,0.00,
"# Executed Base GOE",,The Judges Panel,,,,Scores,
Elements Value,,(in random order),,,,of Panel,
1 LSp3  2.40  0.50 1 2 0,1,0 2 1 0,2,1 0 2,,2.90,
2 3T+2T  5.30  0.86 0 1 0,1,0 1 0 1,1,1 1 1,,6.16,
3 2A  3.50  0.00 0 0 0,0,0 0 0 0,0,0 1 0,,3.50,
4 CoSp4  3.00  0.43 1 1 1,1,0 1 1 0,1,1 1 1,,3.43,
5 2S  1.30  0.07 0 1 0,1,0 0 0 0,0,0 0 0,,1.37,
6 SpSq4  3.40  0.71 0 1 1,0,1 1 1 1,1,1 1 0,,4.11,
7 3S<  1.43 x -1.00 -3 -3 -3,-3,-3 -3 -3 -2,-3,-3 -3 -3,,0.43,
8 3T  4.40 x  0.00 0 0 0,0,0 0 -1 0,0,0 0 0,,4.40,
9 FCSp4  3.00  0.64 1 2 1,1,1 0 1 1,2,2 2 1,,3.64,
10 2A  3.85 x -0.11 0 0 -1,0,0 0 -1 -1,0,-1 0 0,,3.74,
11 1A+2T  2.31 x  0.00 0 0 0,0,0 -1 0 0,0,0 0 0,,2.31,
12 SlSt3  3.10  0.29 0 1 0,0,1 0 0 1,1,1 0 1,,3.39,
13 CCoSp4  3.50  0.36 1 1 1,0,0 1 1 1,1,1 1 0,,3.86,
40.49,,,,,,43.24,
Program Components Factor,,,,,,,
Skating Skills  1.60 4.50 5.00 4.50,4.75,5.25 5.50 4.75 5.25,5.50,5.75 5.50 5.25,,5.21,
Transition / Linking Footwork  1.60 4.25 4.25 4.25,4.50,4.50 5.00 3.75 5.00,5.00,5.25 4.75 5.00,,4.71,
Performance / Execution  1.60 4.75 5.25 4.50,4.75,5.00 5.25 5.00 5.25,5.50,5.75 5.50 5.50,,5.21,
Choreography / Composition  1.60 4.00 5.00 4.25,4.50,5.00 5.50 4.50 5.00,5.50,5.50 5.00 5.00,,5.00,
Interpretation  1.60 4.25 5.50 4.50,4.50,5.25 5.25 4.50 5.25,5.50,5.50 5.25 5.25,,5.18,
Judges Total Program Component Score (factored),,,,,,40.51,
Deductions:,,,,,,0.00,
"*  Invalid element e  Jump take off with wrong edge <  Downgraded jump",,"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,
ISU European Figure Skating Championships,,,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
"",,Total Total,,Total,,Total,
NOC,,Segment Element,,Program  Component,,Deductions,
Rank Name,,,,,,,
Code,,Score Score,,Score (factored),,,
"",,= +,,+,,-,
13 Annette DYTRT GER,,80.96  38.29,,42.67,,0.00,
"# Executed Base GOE",,The Judges Panel,,,,Scores,
Elements Value,,(in random order),,,,of Panel,
1 2F  1.70 -0.04 0 0 -1,-1,0 0 -1 -1,0,0 0 0,,1.66,
2 3F  5.50  0.00 0 0 1,1,0 0 0 0Info,0,0 0 0,,5.50,Info
3 3S  4.50 -2.14 -3 -2 -2,-2,-3 -2 -2 -2,-2,-2 -2 -2,,2.36,
4 2A+2T  4.80  0.00 0 0 0,0,0 1 0 0,0,0 0 0,,4.80,
5 FSSp2  2.00 -0.17 -1 0 0,-1,0 0 -1 -1,0,0 -1 -1,,1.83,
6 2Lo  1.50 -0.04 0 0 -1,0,0 -1 -1 -1,0,0 0 0,,1.46,
7 SpSq4  3.40  0.57 0 1 1,0,0 1 1 1,1,1 1 0,,3.97,
8 3T+2T  5.83 x  0.57 0 0 1,0,1 1 1 1,1,1 0 1,,6.40,
9 CoSp4  3.00  0.00 1 0 1,0,0 0 0 0,0,0 0 0,,3.00,
10 3S<+SEQ  1.14 x -0.71 -3 -3 -3,-2,-2 -2 -2 -2,-2,-2 -2 -3,,0.43,
11 LSp2  1.80  0.14 0 0 1,0,1 0 1 1,0,0 1 0,,1.94,
12 CiSt2  2.30  0.14 0 1 0,1,1 0 0 0,0,0 0 0,,2.44,
13 CCoSp2  2.50  0.00 0 0 1,0,0 0 0 0,1,0 0 1,,2.50,
39.97,,,,,,38.29,
Program Components Factor,,,,,,,
Skating Skills  1.60 5.25 5.00 5.50,5.75,6.00 5.50 6.25 5.75,6.50,6.00 5.50 5.75,,5.64,
Transition / Linking Footwork  1.60 4.25 4.50 5.50,5.25,5.75 5.00 4.50 4.75,5.75,5.50 4.25 5.50,,4.96,
Performance / Execution  1.60 5.00 5.25 5.50,5.50,5.75 5.25 6.25 5.50,6.25,6.00 5.25 6.00,,5.50,
Choreography / Composition  1.60 4.75 5.25 5.75,5.50,6.00 5.25 5.50 5.00,5.75,5.75 4.00 5.75,,5.32,
Interpretation  1.60 4.75 5.50 5.75,5.75,5.75 5.00 4.75 4.75,6.25,5.75 4.50 5.25,,5.25,
Judges Total Program Component Score (factored),,,,,,42.67,
Deductions:,,,,,,0.00,
"*  Invalid element e  Jump take off with wrong edge <  Downgraded jump",,"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,
"",,Total Total,,Total,,Total,
NOC,,Segment Element,,Program  Component,,Deductions,
Rank Name,,,,,,,
Code,,Score Score,,Score (factored),,,
"",,= +,,+,,-,
14 Karen VENHUIZEN NED,,80.77  43.64,,38.13,,1.00,
"# Executed Base GOE",,The Judges Panel,,,,Scores,
Elements Value,,(in random order),,,,of Panel,
1 2A  3.50  0.57 1 0 0,1,1 0 1 1,0,1 0 0,,4.07,
2 3S  4.50  0.43 0 1 0,1,0 1 1 1,0,0 0 0,,4.93,
3 3T+2T  5.30  0.43 0 0 0,1,0 1 0 1,0,0 1 0,,5.73,
4 2A<  0.80 -0.50 -3 -3 -3,-3,-3 -3 -3 -3,-3,-3 -3 -3,,0.30,
5 CUSp3  2.30  0.07 0 0 0,0,0 0 1 1,0,0 1 0,,2.37,
6 SlSt3  3.10  0.21 0 1 1,1,0 0 1 1,1,1 0 0,,3.31,
7 2A<+2T  2.31 x -0.61 -2 -3 -3,-2,-1 -1 -2 -2,-2,-2 -2 -3,,1.70,
8 CoSp3  2.50 -0.04 0 0 0,-1,0 0 0 -1,-1,0 0 0,,2.46,
9 CCoSp3  3.00 -0.09 0 0 0,0,-1 0 -1 -1,-1,-1 0 0,,2.91,
10 SpSq4  3.40  0.29 0 1 1,0,0 1 0 1,1,0 0 0,,3.69,
11 3T  4.40 x -1.00 -1 -1 -1,-1,-1 -1 -1 -1,-1,-1 -1 -1,,3.40,
12 3S+2T+2Lo  8.03 x -1.43 -1 -2 -1,-1,-1 -1 -1 -2,-2,-2 -1 -2,,6.60,
13 FSSp3  2.30 -0.13 0 0 0,0,0 -1 0 -1,0,0 -1 -1,,2.17,
45.44,,,,,,43.64,
Program Components Factor,,,,,,,
Skating Skills  1.60 4.50 4.00 4.25,5.25,4.75 5.25 6.00 4.75,5.50,5.25 5.25 4.75,,4.93,
Transition / Linking Footwork  1.60 4.25 3.75 4.25,4.75,4.75 4.75 4.50 4.50,5.00,4.75 4.75 4.50,,4.61,
Performance / Execution  1.60 4.75 4.25 4.50,5.00,5.00 5.00 4.75 5.00,5.25,5.00 4.75 4.50,,4.86,
Choreography / Composition  1.60 4.50 4.00 4.75,4.75,4.75 4.75 4.75 4.75,5.00,4.75 5.25 4.25,,4.64,
Interpretation  1.60 4.50 4.00 5.50,5.00,4.75 4.75 4.75 5.00,5.50,5.00 5.50 4.50,,4.79,
Judges Total Program Component Score (factored),,,,,,38.13,
Deductions: Falls: -1.00,,,,,,-1.00,
"*  Invalid element e  Jump take off with wrong edge <  Downgraded jump",,"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,
ISU European Figure Skating Championships,,,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
"",,Total Total,,Total,,Total,
NOC,,Segment Element,,Program  Component,,Deductions,
Rank Name,,,,,,,
Code,,Score Score,,Score (factored),,,
"",,= +,,+,,-,
15 Nina PETUSHKOVA RUS,,80.39  47.05,,34.34,,1.00,
"# Executed Base GOE",,The Judges Panel,,,,Scores,
Elements Value,,(in random order),,,,of Panel,
1 3Lz+2T  7.30 -0.14 0 1 0,0,0 0 -1 -1,0,0 0 -1,,7.16,
2 3Lo  5.00  0.57 0 0 1,1,1 0 1 1Info,0,1 1 0,,5.57,Info
3 FCSp2  2.00  0.00 0 1 0,0,0 0 -1 -1,0,0 0 0,,2.00,
4 3F  5.50 -3.00 -3 -3 -3,-3,-3 -3 -3 -3,-3,-3 -3 -3,,2.50,
5 2A  3.50  0.43 1 1 1,0,0 0 1 1,0,0 1 0,,3.93,
6 3Lo+2T  6.30  0.00 0 0 0,0,0 -1 1 0,0,0 0 0,,6.30,
7 SpSq2  2.30  0.00 0 0 1,0,0 0 0 1,1,0 0 0,,2.30,
8 3T  4.40 x  0.00 0 0 1,1,0 0 1 0,0,0 0 0,,4.40,
9 LSp3  2.40  0.50 1 1 1,1,1 1 1 1,1,1 1 0,,2.90,
10 CoSp3  2.50  0.00 0 0 0,0,0 0 0 0,0,-1 0 0,,2.50,
11 2S  1.43 x -0.04 0 0 0,0,0 0 0 -1,0,0 0 -1,,1.39,
12 CiSt3  3.10  0.00 0 1 0,0,0 0 0 0,0,0 0 0,,3.10,
13 CCoSp3  3.00  0.00 0 0 0,0,0 0 1 0,-1,0 0 0,,3.00,
48.73,,,,,,47.05,
Program Components Factor,,,,,,,
Skating Skills  1.60 4.75 5.75 5.00,4.75,4.50 4.75 5.50 5.00,4.50,4.75 5.50 4.25,,4.86,
Transition / Linking Footwork  1.60 3.75 4.50 4.25,4.25,3.75 4.25 3.00 4.00,4.00,3.75 3.00 3.00,,3.82,
Performance / Execution  1.60 4.25 5.00 5.00,4.50,3.75 4.50 4.25 4.50,4.50,4.50 4.75 4.25,,4.46,
Choreography / Composition  1.60 4.25 4.75 4.75,4.50,4.00 4.75 3.25 4.25,4.25,4.25 3.50 3.75,,4.25,
Interpretation  1.60 4.00 4.75 4.50,4.25,3.75 4.25 2.50 4.00,4.50,4.50 3.25 3.75,,4.07,
Judges Total Program Component Score (factored),,,,,,34.34,
Deductions: Falls: -1.00,,,,,,-1.00,
"*  Invalid element e  Jump take off with wrong edge <  Downgraded jump",,"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,
"",,Total Total,,Total,,Total,
NOC,,Segment Element,,Program  Component,,Deductions,
Rank Name,,,,,,,
Code,,Score Score,,Score (factored),,,
"",,= +,,+,,-,
16 Tamar KATZ ISR,,79.64  45.92,,35.72,,2.00,
"# Executed Base GOE",,The Judges Panel,,,,Scores,
Elements Value,,(in random order),,,,of Panel,
1 3F  5.50 -1.00 -1 -1 -1,-1,-1 -1 -2 -1,-2,-1 -1 -1,,4.50,
2 3Lz  6.00 -0.29 -1 0 1,0,0 0 0 0,0,0 -1 -1,,5.71,
3 3Lo  5.00  0.00 0 0 0,0,1 0 0 0,-1,0 0 0,,5.00,
4 SpSq4  3.40  1.29 1 3 1,0,1 1 1 2,1,1 2 1,,4.69,
5 FCoSp3  2.50  0.50 1 1 1,0,1 1 0 1,1,1 1 1,,3.00,
6 3Lz+2T  8.03 x -2.71 -3 -3 -3,-2,-2 -3 -3 -2,-3,-3 -3 -3,,5.32,
7 3Lo+SEQ  4.40 x -2.86 -3 -3 -2,-3,-3 -3 -3 -2,-3,-3 -2 -3,,1.54,
8 3T  4.40 x -0.43 0 0 0,-1,0 -1 -1 0,0,-1 0 -1,,3.97,
9 2A+2T  5.28 x -0.23 0 -1 0,0,-1 0 0 0,0,0 0 -1,,5.05,
10 FSSp2  2.00  0.07 1 0 0,0,0 1 0 0,0,0 0 0,,2.07,
11 SlSt1  1.80 -0.89 -3 -3 -2,-2,-2 -3 -3 -3,-3,-2 -3 -3,,0.91,
12 CCoSp2  2.50  0.00 1 0 0,0,0 0 -1 0,-1,0 0 0,,2.50,
13 CoSp1  1.70 -0.04 0 0 0,0,0 0 -1 -1,-1,-1 0 0,,1.66,
52.51,,,,,,45.92,
Program Components Factor,,,,,,,
Skating Skills  1.60 5.00 5.00 5.00,4.50,5.50 5.25 4.75 5.50,4.75,4.75 4.75 4.25,,4.96,
Transition / Linking Footwork  1.60 4.25 3.50 4.75,4.00,4.75 4.50 3.00 5.00,4.50,4.25 3.75 4.25,,4.25,
Performance / Execution  1.60 4.25 3.75 4.50,4.50,4.75 4.75 4.25 5.00,4.75,4.50 3.75 4.00,,4.36,
Choreography / Composition  1.60 4.00 3.50 4.75,4.00,5.00 5.00 3.75 5.25,4.50,4.25 4.00 4.50,,4.39,
Interpretation  1.60 4.25 3.75 4.75,4.00,4.75 4.75 3.00 5.00,4.75,4.25 4.25 4.25,,4.36,
Judges Total Program Component Score (factored),,,,,,35.72,
Deductions: Falls: -2.00,,,,,,-2.00,
"*  Invalid element e  Jump take off with wrong edge <  Downgraded jump",,"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,
ISU European Figure Skating Championships,,,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
"",,Total Total,,Total,,Total,
NOC,,Segment Element,,Program  Component,,Deductions,
Rank Name,,,,,,,
Code,,Score Score,,Score (factored),,,
"",,= +,,+,,-,
17 Nella SIMAOVA CZE,,78.75  45.35,,34.40,,1.00,
"# Executed Base GOE",,The Judges Panel,,,,Scores,
Elements Value,,(in random order),,,,of Panel,
1 2A  3.50  0.43 0 1 1,1,1 0 0 1,0,0 0 0,,3.93,
2 3Lz  6.00 -3.00 -3 -3 -3,-3,-3 -3 -3 -I3nfo,-3,-3 -3 -3,,3.00,Info
3 3T+2T  5.30  0.00 0 0 0,0,0 0 0 0,0,0 0 0,,5.30,
4 3S+2T  5.80  0.00 0 0 0,0,0 0 0 0,0,0 0 0,,5.80,
5 FSSp3  2.30  0.00 0 0 0,0,0 0 0 1,1,0 0 0,,2.30,
6 CiSt3  3.10 -0.10 -1 0 0,-1,0 0 -1 0,0,0 0 0,,3.00,
7 2A  3.50  0.00 0 0 0,0,0 0 0 0,0,0 0 0,,3.50,
8 3S  4.95 x -1.57 -2 -2 -1,-1,-1 -1 -2 -2,-2,-1 -2 -2,,3.38,
9 LSp1  1.50 -0.17 0 -1 0,-1,0 -1 0 -1,0,0 0 -1,,1.33,
10 CUSp2  2.00 -0.13 0 0 -1,0,0 -1 -1 -1,0,-1 -1 0,,1.87,
11 SpSq4  3.40  0.00 0 0 0,0,0 0 0 1,1,0 0 0,,3.40,
12 2Lz+2T+2Lo  5.17 x  0.00 0 0 0,0,0 0 0 0,0,0 0 0,,5.17,
13 CCoSp4  3.50 -0.13 0 -1 0,0,0 -1 -1 -1,0,-1 0 0,,3.37,
50.02,,,,,,45.35,
Program Components Factor,,,,,,,
Skating Skills  1.60 4.25 4.00 4.25,4.75,4.75 5.00 4.75 4.75,5.00,4.25 5.00 4.50,,4.61,
Transition / Linking Footwork  1.60 3.50 3.00 4.00,4.25,4.50 4.50 2.75 4.00,4.75,4.00 4.50 3.50,,4.04,
Performance / Execution  1.60 4.00 3.25 4.50,4.50,5.00 4.75 3.25 4.50,5.00,4.25 5.25 4.25,,4.46,
Choreography / Composition  1.60 3.75 3.25 4.00,4.50,4.75 5.00 3.00 4.00,4.75,4.00 4.75 4.00,,4.25,
Interpretation  1.60 3.75 3.25 4.25,4.50,5.00 4.75 2.50 4.00,5.25,4.00 4.25 3.75,,4.14,
Judges Total Program Component Score (factored),,,,,,34.40,
Deductions: Falls: -1.00,,,,,,-1.00,
"*  Invalid element e  Jump take off with wrong edge <  Downgraded jump",,"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,
"",,Total Total,,Total,,Total,
NOC,,Segment Element,,Program  Component,,Deductions,
Rank Name,,,,,,,
Code,,Score Score,,Score (factored),,,
"",,= +,,+,,-,
18 Anna JURKIEWICZ POL,,78.21  42.47,,36.74,,1.00,
"# Executed Base GOE",,The Judges Panel,,,,Scores,
Elements Value,,(in random order),,,,of Panel,
1 3F  5.50 -3.00 -3 -3 -3,-3,-3 -3 -3 -3,-3,-3 -3 -3,,2.50,
2 3Lz e  6.00 -3.00 -3 -3 -3,-3,-3 -3 -3 -3,-3,-3 -2 -3,,3.00,
3 CUSp4  3.00  0.07 0 0 0,0,0 0 0 1,0,0 1 0,,3.07,
4 2F  1.70 -0.56 -2 -2 -1,-2,0 -2 -2 -2,-2,-1 -2 -2,,1.14,
5 2A  3.50  0.00 0 0 0,0,0 0 0 0,0,0 0 0,,3.50,
6 CoSp4  3.00  0.00 0 0 0,0,0 0 0 0,0,0 1 0,,3.00,
7 2T  1.43 x  0.00 0 0 1,1,0 0 0 0,0,0 0 0,,1.43,
8 3T+2T+2T  7.26 x -0.14 0 1 0,0,-1 0 -1 0,0,0 0 -1,,7.12,
9 SpSq4  3.40  0.57 1 1 0,0,0 0 1 1,1,1 1 0,,3.97,
10 2A  3.85 x  0.00 0 0 0,0,0 0 0 0,0,0 0 -1,,3.85,
11 SlSt3  3.10  0.43 1 1 1,1,1 0 1 1,2,1 1 0,,3.53,
12 CCoSp3  3.00  0.29 0 1 1,1,1 0 0 0,1,1 1 0,,3.29,
13 FSSp4  3.00  0.07 0 0 0,0,1 1 -1 -1,0,0 0 0,,3.07,
47.74,,,,,,42.47,
Program Components Factor,,,,,,,
Skating Skills  1.60 5.00 4.25 4.50,4.75,5.00 4.50 5.75 5.00,5.00,5.00 5.25 5.00,,4.89,
Transition / Linking Footwork  1.60 4.00 3.50 4.25,4.25,4.50 4.25 4.25 4.25,4.25,4.75 4.50 4.50,,4.32,
Performance / Execution  1.60 4.25 4.00 4.25,4.50,4.75 4.50 5.00 4.75,4.75,5.00 5.50 5.00,,4.68,
Choreography / Composition  1.60 4.25 4.00 4.50,4.50,4.75 4.00 4.50 4.50,4.50,4.50 4.75 4.75,,4.46,
Interpretation  1.60 4.50 4.25 5.00,4.75,5.00 4.25 4.25 4.50,5.00,5.00 4.25 5.25,,4.61,
Judges Total Program Component Score (factored),,,,,,36.74,
Deductions: Falls: -1.00,,,,,,-1.00,
"*  Invalid element e  Jump take off with wrong edge <  Downgraded jump",,"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,
ISU European Figure Skating Championships,,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
"",,Total Total,Total,,Total,
NOC,,Segment Element,Program  Component,,Deductions,
Rank Name,,,,,,
Code,,Score Score,Score (factored),,,
"",,= +,+,,-,
19 Viktoria HELGESSON SWE,,77.35  40.41,37.94,,1.00,
"# Executed Base GOE",,The Judges Panel,,,Scores,
Elements Value,,(in random order),,,of Panel,
1 3F+2T  6.80 -1.57 -2 -2 -2,-1,-1 -1 -2 -2,-2 -2 -1 -2,,5.23,
2 2Lo+2T  2.80  0.00 0 0 0,0,0 0 0 0Info,0 0 0 0,,2.80,Info
3 CCSp3  2.30 -0.26 -1 0 0,-1,-1 -1 -1 -1,-1 -1 -1 0,,2.04,
4 3S+2T+2Lo  7.30 -0.14 0 0 0,0,-1 0 1 0,0 0 -1 0,,7.16,
5 LSp1  1.50  0.00 0 0 -1,0,0 1 0 0,0 0 0 0,,1.50,
6 1Lo  0.50 -0.01 0 0 0,0,0 -1 0 -1,0 0 0 0,,0.49,
7 3T  4.40 x -3.00 -3 -3 -3,-3,-3 -3 -3 -3,-3 -3 -3 -3,,1.40,
8 3S  4.95 x  0.00 0 0 1,0,0 0 0 0,0 0 0 0,,4.95,
9 SpSq4  3.40  0.00 0 1 0,0,0 0 0 0,0 0 0 0,,3.40,
10 2A  3.85 x -1.60 -2 -2 -2,-2,-2 -2 -2 -2,-2 -2 -2 -2,,2.25,
11 CCoSp4  3.50  0.00 0 0 0,0,0 0 0 0,0 0 0 -1,,3.50,
12 SlSt3  3.10  0.29 1 1 1,0,0 0 1 1,0 0 1 1,,3.39,
13 FSSp3  2.30  0.00 0 0 0,0,0 0 0 0,0 0 0 0,,2.30,
46.70,,,,,40.41,
Program Components Factor,,,,,,
Skating Skills  1.60 4.75 4.25 4.50,4.50,4.75 5.25 6.00 5.75,5.00 5.00 5.50 5.25,,5.00,
Transition / Linking Footwork  1.60 4.75 4.00 4.25,4.25,4.50 4.50 5.00 5.25,4.75 4.25 4.75 4.75,,4.54,
Performance / Execution  1.60 4.00 4.50 4.25,4.00,4.75 4.75 4.75 5.50,5.00 4.75 4.50 5.25,,4.64,
Choreography / Composition  1.60 4.50 4.50 4.75,4.50,5.00 5.00 5.75 5.50,4.75 4.50 5.00 5.00,,4.79,
Interpretation  1.60 4.25 4.75 4.50,4.25,4.75 4.75 5.25 5.75,5.00 4.50 5.25 5.00,,4.75,
Judges Total Program Component Score (factored),,,,,37.94,
Deductions: Falls: -1.00,,,,,-1.00,
"*  Invalid element e  Jump take off with wrong edge <  Downgraded jump",,"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,
"",,Total Total,Total,,Total,
NOC,,Segment Element,Program  Component,,Deductions,
Rank Name,,,,,,
Code,,Score Score,Score (factored),,,
"",,= +,+,,-,
20 Katherine HADFORD HUN,,76.53  39.68,36.85,,0.00,
"# Executed Base GOE",,The Judges Panel,,,Scores,
Elements Value,,(in random order),,,of Panel,
1 3T+2T  5.30 -0.14 0 1 -1,0,-1 -1 0 0,0 0 0 0,,5.16,
2 2A  3.50  0.00 0 0 0,0,0 0 0 0,0 0 0 0,,3.50,
3 2Lz+2T+2Lo  4.70  0.00 0 0 0,0,0 0 0 0,-1 0 0 -1,,4.70,
4 FCSp2  2.00  0.07 0 1 0,0,0 0 0 0,0 1 -1 0,,2.07,
5 3S+2T  5.80 -0.29 0 0 0,0,0 0 0 -1,0 -1 0 -1,,5.51,
6 3Lo<  1.65 x -0.61 -2 -3 -3,-2,-1 -1 -2 -2,-2 -2 -2 -3,,1.04,
7 SpSq4  3.40  0.71 0 1 0,0,1 1 1 1,1 1 1 0,,4.11,
8 3S<  1.43 x -0.47 -2 -1 -3,-2,0 -1 -2 -2,-2 -2 -1 -2,,0.96,
9 2A<  0.88 x -0.31 -2 -1 -3,-2,0 -2 -2 -2,-2 -1 -1 -3,,0.57,
10 CCoSp3  3.00  0.36 1 1 1,0,1 1 1 0,1 1 1 0,,3.36,
11 SlSt2  2.30  0.14 0 1 0,0,1 0 -1 1,1 0 0 0,,2.44,
12 LSp3  2.40  0.86 1 3 1,2,2 1 2 2,2 2 2 1,,3.26,
13 CoSp3  2.50  0.50 1 2 1,1,1 0 2 1,1 1 1 1,,3.00,
38.86,,,,,39.68,
Program Components Factor,,,,,,
Skating Skills  1.60 4.50 4.50 4.25,4.50,5.00 4.75 5.25 5.00,4.75 5.00 5.25 4.25,,4.75,
Transition / Linking Footwork  1.60 4.50 4.00 4.00,4.50,4.50 4.50 3.75 4.75,4.50 4.50 4.75 4.00,,4.46,
Performance / Execution  1.60 4.50 4.75 4.25,4.50,4.75 4.50 5.25 5.25,4.75 4.75 5.00 4.25,,4.68,
Choreography / Composition  1.60 4.25 4.50 4.25,4.25,4.75 4.25 4.75 5.00,4.75 4.50 5.25 4.00,,4.50,
Interpretation  1.60 4.25 4.75 4.75,4.50,5.00 4.50 3.75 5.25,5.00 4.75 4.75 4.25,,4.64,
Judges Total Program Component Score (factored),,,,,36.85,
Deductions:,,,,,0.00,
"*  Invalid element e  Jump take off with wrong edge <  Downgraded jump",,"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,
ISU European Figure Skating Championships,,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
"",,Total Total,Total,,Total,
NOC,,Segment Element,Program  Component,,Deductions,
Rank Name,,,,,,
Code,,Score Score,Score (factored),,,
"",,= +,+,,-,
21 Sonia LAFUENTE ESP,,76.40  42.07,34.33,,0.00,
"# Executed Base GOE",,The Judges Panel,,,Scores,
Elements Value,,(in random order),,,of Panel,
1 3Lz e  6.00 -1.71 -1 -2 -2,-2,-2 -1 -2 -2,-1 -2 -1 -2,,4.29,
2 3Lo+2T  6.30  0.00 0 0 0,0,0 0 0 0Info,0 0 0 0,,6.30,Info
3 3T  4.00  0.00 0 0 1,0,0 1 0 -1,0 0 0 0,,4.00,
4 2A  3.50  0.14 1 0 0,0,0 0 0 1,0 0 0 0,,3.64,
5 FSSp3  2.30 -0.09 0 0 0,0,-1 -1 -1 -1,-1 0 0 0,,2.21,
6 CCoSp3  3.00 -0.04 0 0 0,0,0 1 0 -1,0 0 0 -1,,2.96,
7 3Lo  5.00 -2.71 -3 -3 -2,-2,-3 -3 -3 -2,-3 -3 -2 -3,,2.29,
8 SpSq4  3.40  0.14 0 1 0,0,0 0 0 1,0 0 0 0,,3.54,
9 1A  0.88 x -0.09 0 0 -1,0,0 -1 -1 -1,0 0 -1 -1,,0.79,
10 2T+2T+2T  4.29 x -0.04 0 0 0,0,0 0 0 -1,0 0 0 -1,,4.25,
11 CoSp3  2.50  0.00 0 0 0,0,0 0 0 -1,0 0 0 0,,2.50,
12 SlSt2  2.30  0.00 0 0 0,0,0 0 -1 0,0 0 0 0,,2.30,
13 CUSp4  3.00  0.00 0 0 0,0,0 0 0 -1,-1 0 1 0,,3.00,
46.47,,,,,42.07,
Program Components Factor,,,,,,
Skating Skills  1.60 4.50 4.00 4.50,4.50,5.25 5.00 5.25 4.75,4.75 4.50 4.75 4.50,,4.64,
Transition / Linking Footwork  1.60 4.00 3.25 4.00,4.00,4.75 4.50 4.00 4.00,4.50 4.00 4.50 3.75,,4.11,
Performance / Execution  1.60 4.50 3.50 4.50,4.25,4.75 4.75 4.50 4.50,4.75 4.50 5.00 4.25,,4.50,
Choreography / Composition  1.60 4.00 3.50 4.25,4.25,4.75 4.50 3.75 4.00,4.50 4.25 3.75 4.25,,4.14,
Interpretation  1.60 4.00 3.50 4.75,4.00,4.50 4.50 2.75 3.75,4.75 4.25 4.00 4.00,,4.07,
Judges Total Program Component Score (factored),,,,,34.33,
Deductions:,,,,,0.00,
"*  Invalid element e  Jump take off with wrong edge <  Downgraded jump",,"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,
"",,Total Total,Total,,Total,
NOC,,Segment Element,Program  Component,,Deductions,
Rank Name,,,,,,
Code,,Score Score,Score (factored),,,
"",,= +,+,,-,
22 Roxana LUCA ROU,,65.43  32.13,33.30,,0.00,
"# Executed Base GOE",,The Judges Panel,,,Scores,
Elements Value,,(in random order),,,of Panel,
1 3S+2T  5.80  0.71 0 1 1,1,1 1 0 1,0 0 1 0,,6.51,
2 2Lo+2T  2.80  0.00 0 0 0,0,0 0 1 1,0 0 0 0,,2.80,
3 2S+2T  2.60  0.14 0 0 1,1,0 0 1 1,0 0 1 0,,2.74,
4 1A  0.80  0.00 0 0 0,0,0 0 0 0,0 0 0 0,,0.80,
