Trophee Eric Bompard,,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
Choreography / Composition  1.60 4.50 4.75 4.50 5.00,,4.50 4.25 4.75 4.75,4.75,5.25 - -,,4.60,
Interpretation  1.60 4.75 4.75 4.25 5.00,,4.25 3.75 4.75 4.50,4.50,4.75 - -,,4.50,
Judges Total Program Component Score (factored),,,,,,36.96,
Deductions:,,,,,,0.00,
"*  Invalid element e  Jump take off with wrong edge <  Downgraded jump",,"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,
"",,Total Total,,Total,,Total,
NOC,,Segment Element,,Program  Component,,Deductions,
Rank Name,,,,,,,
Code,,Score Score,,Score (factored),,,
"",,= +,,+,,-,
12 Anastasia GIMAZETDINOVA UZB,,63.48  26.64,,37.84,,1.00,
"# Executed Base GOE",,The Judges Panel,,,,Scores,
Elements Value,,(in random order),,,,of Panel,
1 2A  3.50  1.00 1 1 1 1,,0 1 1 0,1,0 - -,,4.50,
2 2Lz  1.90  0.00 0 0 0 0,,0 0 0 0,1,0 - -,,1.90,
3 3F  5.50 -3.00 -3 -3 -3 -3,,-3 -3 -3 -3,-3,-3 - -,,2.50,
4 2T  1.30  0.00 0 0 0 0,,0 0 0 0,2,0 - -,,1.30,
5 2Lz  1.90 -0.06 0 0 -1 0,,-1 0 0 0,1,0 - -,,1.84,
6 FSSp2  2.00  0.04 0 0 1 -1,,0 -1 -1 0,1,-1 - -,,2.04,
7 2S  1.43 x  0.00 0 0 0 0,,0 0 0 0,1,0 - -,,1.43,
8 SpSq1  1.80 -0.06 -1 0 0 -1,,0 0 0 0,1,0 - -,,1.74,
9 LSp2  1.80 -0.06 0 0 0 -1,,0 1 0 0,-1,-2 - -,,1.74,
10 SlSt1  1.80  0.00 0 0 0 0,,1 0 0 0,0,0 - -,,1.80,
11 3S  4.95 x -2.00 -2 -1 -2 -2,,-2 -2 -2 -2,-3,-2 - -,,2.95,
12 CCoSp1  2.00 -0.30 -1 -1 -1 -1,,-1 -1 0 -1,-1,-2 - -,,1.70,
13 USp1  1.20  0.00 0 0 0 0,,0 1 0 0,0,0 - -,,1.20,
31.08,,,,,,26.64,
Program Components Factor,,,,,,,
Skating Skills  1.60 5.25 5.00 5.00 5.50,,5.00 4.00 5.25 5.00,5.00,4.75 - -,,5.05,
Transition / Linking Footwork  1.60 4.75 4.75 4.00 4.75,,4.25 3.00 4.50 4.50,4.75,4.25 - -,,4.50,
Performance / Execution  1.60 4.75 5.00 4.25 4.75,,4.75 3.50 4.50 4.75,4.75,4.25 - -,,4.65,
Choreography / Composition  1.60 4.50 5.25 4.75 5.00,,4.75 3.25 4.75 4.75,4.50,4.75 - -,,4.70,
Interpretation  1.60 4.75 5.00 4.50 5.00,,4.50 3.25 5.00 4.50,5.00,4.25 - -,,4.75,
Judges Total Program Component Score (factored),,,,,,37.84,
Deductions: Falls: -1.00,,,,,,-1.00,
"*  Invalid element e  Jump take off with wrong edge <  Downgraded jump",,"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,
Printed: 17/11/2007 21:53:40,,,,,,,
