Interpretation  2.00 4.50 4.75 4.50 5.25,,5.25 4.50 5.00 5.25 4.50 - - -,,4.80,,
Judges Total Program Component Score (factored),,,,49.80,,
Deductions: Time violation: -1.00,,,,-1.00,,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long)",,"<  Downgraded jump x  Credit for highlight distribution, base value multiplied by 1.1",,,,
"",,Total Total Total,Total,,,
NOC,,Segment Element Program  Component,Deductions,,,
Rank Name,,,,,,
Code,,Score Score Score (factored),,,,
"",,= + +,,-,,
12 Yoann DESLOT FRA,,101.03  51.73  50.30,,1.00,,
"# Executed Base GOE",,The Judges Panel,,Scores,,
Elements Value,,(in random order),of Panel,,,
1 3Lz e  6.00 -2.00 -2 -2 -3 -2,,-2 -2 -2 -3 -2 - - -,,4.00,,
2 3A< <  3.50 -2.50 -3 -3 -3 -3,,-3 -3 -3 -3 -3 - - -,,1.00,,
3 1A  0.80  0.00 0 0 0 0,,0 0 0 0 0 - - -,,0.80,,
4 CSSp4  3.00  0.10 0 0 0 1,,-1 1 0 1 1 - - -,,3.10,,
5 CiSt2  2.30  0.00 0 0 0 0,,0 1 0 0 0 - - -,,2.30,,
6 3Lo  5.00  0.00 0 0 1 0,,0 1 0 1 0 - - -,,5.00,,
7 3F+3T  10.45 x  0.20 1 0 0 1,,0 1 0 1 0 - - -,,10.65,,
8 3S  4.95 x -1.00 -1 0 -1 -1,,-1 0 -1 -1 -1 - - -,,3.95,,
9 CCoSp4  3.50  0.20 0 0 0 1,,0 1 1 0 1 - - -,,3.70,,
10 3F  6.05 x  0.00 0 0 0 0,,0 0 0 1 0 - - -,,6.05,,
11 2A+2T  5.28 x  0.00 0 0 0 -1,,0 0 0 0 0 - - -,,5.28,,
12 SlSt2  2.30  0.00 0 0 0 0,,0 0 0 0 0 - - -,,2.30,,
13 FSSp4  3.00  0.60 1 1 2 1,,1 1 1 1 2 - - -,,3.60,,
56.13,,,,51.73,,
Program Components Factor,,,,,,
Skating Skills  2.00 5.25 5.25 5.00 5.00,,5.75 5.00 5.75 5.50 5.25 - - -,,5.30,,
Transition / Linking Footwork  2.00 4.75 4.25 4.50 4.50,,5.50 5.00 5.25 5.00 4.75 - - -,,4.75,,
Performance / Execution  2.00 5.00 4.75 4.75 5.00,,5.75 4.75 5.75 4.75 5.25 - - -,,5.15,,
Choreography / Composition  2.00 4.75 4.75 4.00 4.75,,5.75 5.00 5.75 4.75 5.00 - - -,,5.00,,
Interpretation  2.00 4.75 4.25 4.25 5.00,,5.50 5.00 5.75 5.00 5.25 - - -,,4.95,,
Judges Total Program Component Score (factored),,,,50.30,,
Deductions: Falls: -1.00,,,,-1.00,,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long)",,"<  Downgraded jump x  Credit for highlight distribution, base value multiplied by 1.1",,,,
Printed: 15.11.2008 15:26:23,,,,,,
