LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
12 Anastasia GIMAZETDINOVA,UZB,,77.24  37.09,,,41.15,1.00
"# Executed Base GOE",,,The Judges Panel,,,,Scores
Elements Value,,,(in random order),,,,of Panel
1 3Lz  6.00 -2.50,-2 -3 -3 -3,,-2 -2 -3 -2,,-1,-2 -3 -,3.50
2 3T+2T  5.30  0.33,0 0 1 0,,0 1 0 1,,1,0 1 -,5.63
3 3S  4.50  0.00,0 0 0 0,,0 -1 0 1,,0,0 0 -,4.50
4 2A  3.30  0.00,0 0 0 0,,0 0 0 0,,1,0 1 -,3.30
5 3Lz+SEQ  4.80 -3.00,-3 -3 -3 -3,,-3 -3 -3 -3,,-3,-3 -3 -,1.80
6 FCSp2  2.00  0.00,0 0 0 0,,1 0 0 1,,0,0 0 -,2.00
7 LSp3  2.40  0.50,0 1 1 1,,1 1 1 2,,1,1 1 -,2.90
8 2S  1.43 x  0.00,0 0 0 0,,0 0 0 0,,0,-1 -1 -,1.43
9 CCoSp3  3.00  0.08,0 0 0 0,,1 0 0 1,,1,1 1 -,3.08
10 SpSq4  3.40  0.00,0 0 0 0,,0 0 1 0,,0,0 1 -,3.40
11 SlSt1  1.80  0.00,0 0 0 0,,-1 1 0 1,,0,-1 0 -,1.80
12 2Lo  1.65 x  0.00,0 0 0 0,,0 0 0 0,,0,-1 -1 -,1.65
13 CoSp2  2.10  0.00,0 0 0 0,,0 0 0 0,,0,0 0 -,2.10
41.68,,,,,,,37.09
Program Components Factor,,,,,,,
Skating Skills  1.60,5.25 5.00 5.25 5.75,,5.25 5.75 5.25 5.75,,5.50,5.25 6.00 -,5.38
Transition / Linking Footwork  1.60,4.75 4.50 5.00 5.25,,5.00 5.25 4.75 5.75,,5.25,4.00 5.00 -,5.00
Performance / Execution  1.60,5.00 4.75 5.00 5.25,,5.00 5.25 5.25 5.50,,5.50,4.50 5.50 -,5.13
Choreography / Composition  1.60,5.00 4.50 5.00 5.50,,5.00 5.50 5.00 5.50,,5.50,4.50 5.00 -,5.17
Interpretation  1.60,5.00 4.75 4.75 5.25,,5.00 5.75 5.00 5.75,,5.25,4.25 5.50 -,5.04
Judges Total Program Component Score (factored),,,,,,,41.15
Deductions: Falls:,-1.00,,,,,,-1.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
"",,,Total Total,,,Total,Total
"",NOC,,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,,
"",Code,,Score Score,,,Score (factored),
"",,,= +,,,+,-
13 Dan FANG,CHN,,76.64  36.36,,,40.28,0.00
"# Executed Base GOE",,,The Judges Panel,,,,Scores
Elements Value,,,(in random order),,,,of Panel
1 2A+2T  4.60  0.17,0 0 0 1,,0 1 0 0,,0,0 0 -,4.77
2 3Lz  6.00  0.33,0 1 -1 0,,0 1 0 1,,1,1 1 -,6.33
3 3T+2T  5.30  0.00,0 0 0 0,,0 0 -1 0,,0,0 0 -,5.30
4 1F  0.50 -0.02,0 0 0 0,,0 -1 0 0,,-1,-1 0 -,0.48
5 3S+2T  5.80  0.00,0 0 0 0,,1 0 0 1,,0,0 -1 -,5.80
6 CoSp3  2.50  0.00,0 1 0 0,,0 0 -1 0,,0,0 0 -,2.50
7 SlSt2  2.30  0.00,-1 0 0 0,,0 0 0 0,,0,0 0 -,2.30
8 2S<  0.44 x -0.28,-2 -3 -3 -3,,-2 -3 -3 -2,,-3,-2 -3 -,0.16
9 FSSp3  2.30 -0.05,0 0 0 0,,0 0 -1 0,,-1,-1 0 -,2.25
10 1T  0.44 x -0.22,-2 -3 -3 -2,,-2 -2 -2 -2,,-2,-2 -3 -,0.22
11 SpSq1  1.80  0.00,0 1 0 0,,0 0 0 0,,0,-1 -1 -,1.80
12 CCoSp3  3.00 -0.25,-2 0 -1 0,,-1 -1 -2 0,,0,-1 -1 -,2.75
13 LSp2  1.80 -0.10,-1 0 0 0,,0 0 -1 0,,-1,-1 -1 -,1.70
36.78,,,,,,,36.36
Program Components Factor,,,,,,,
Skating Skills  1.60,5.50 5.25 5.00 5.50,,5.50 5.50 5.25 5.50,,4.75,5.25 5.00 -,5.33
Transition / Linking Footwork  1.60,5.00 4.75 4.50 4.75,,5.25 5.25 4.75 5.25,,4.75,4.00 5.00 -,4.88
Performance / Execution  1.60,5.25 5.00 4.75 5.00,,5.50 5.00 4.50 5.25,,4.50,4.25 4.75 -,4.92
Choreography / Composition  1.60,5.25 5.25 4.75 5.25,,5.25 5.25 4.25 5.00,,4.75,4.75 5.25 -,5.08
Interpretation  1.60,5.25 5.00 4.75 5.00,,5.50 5.00 4.25 5.50,,4.75,4.50 5.25 -,4.96
Judges Total Program Component Score (factored),,,,,,,40.28
Deductions:,,,,,,,0.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,,
"",,,Total Total,,,Total,Total
"",NOC,,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,,
"",Code,,Score Score,,,Score (factored),
"",,,= +,,,+,-
14 Chae-Hwa KIM,KOR,,74.15  36.55,,,38.60,1.00
"# Executed Base GOE",,,The Judges Panel,,,,Scores
Elements Value,,,(in random order),,,,of Panel
1 3T+2T  5.30  0.00,0 0 0 0,,0 0 0 0,,0,0 0 -,5.30
2 3Lo  5.00  0.00,0 -1 0 0,,0 0 0 0,,0,0 0 -,5.00
3 FCSp3  2.30  0.00,0 0 0 0,,1 0 0 0,,0,-1 0 -,2.30
4 3S  4.50 -2.17,-2 -3 -2 -2,,-2 -2 -3 -3,,-2,-2 -3 -,2.33
5 2A+2T  4.60  0.00,0 1 0 0,,0 0 0 0,,0,1 0 -,4.60
6 CUSp3  2.30 -0.25,0 0 -1 -1,,0 -2 -2 -1,,-1,-1 -1 -,2.05
8 SpSq4  3.40  0.00,0 0 0 0,,0 0 1 0,,0,1 0 -,3.40
9 3T  4.40 x -2.00,-2 -3 -2 -2,,-2 -2 -2 -2,,-2,-2 -2 -,2.40
10 CCoSp3  3.00  0.00,0 0 0 0,,1 0 -1 0,,0,1 -1 -,3.00
11 SlSt2  2.30  0.00,0 0 0 0,,0 0 0 0,,0,0 0 -,2.30
12 3S<+SEQ  1.14 x -1.00,-3 -3 -3 -3,,-3 -3 -3 -3,,-3,-3 -3 -,0.14
13 2A  3.63 x -1.40,-2 -2 -2 -2,,-2 -2 -2 -2,,-2,-2 -2 -,2.23
14 FSSp1  1.70 -0.20,0 0 0 -2,,-2 -1 -1 0,,0,-1 -1 -,1.50
43.57,,,,,,,36.55
Program Components Factor,,,,,,,
Skating Skills  1.60,5.25 4.75 4.75 5.50,,5.00 5.25 5.00 5.25,,5.50,6.00 5.25 -,5.13
Transition / Linking Footwork  1.60,5.00 4.50 4.50 4.50,,4.50 4.50 4.25 4.75,,5.25,4.75 4.75 -,4.58
Performance / Execution  1.60,5.00 4.50 4.75 5.25,,4.75 4.75 4.50 4.75,,5.25,5.25 4.50 -,4.83
Choreography / Composition  1.60,5.00 4.25 4.75 5.00,,4.75 4.75 4.75 5.00,,5.25,5.50 5.00 -,4.83
Interpretation  1.60,5.00 4.50 4.75 5.25,,4.50 4.50 4.25 5.00,,5.25,5.25 4.75 -,4.75
Judges Total Program Component Score (factored),,,,,,,38.60
Deductions: Falls:,-1.00,,,,,,-1.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
"",,,Total Total,,Total,Total
"",NOC,,Segment Element,,Program  Component,Deductions
Rank Name,,,,,,
"",Code,,Score Score,,Score (factored),
"",,,= +,,+,-
15 Yan LIU,CHN,,73.35  29.54,,45.81,2.00
"# Executed Base GOE",,,The Judges Panel,,,Scores
Elements Value,,,(in random order),,,of Panel
1 3Lz<  1.90 -1.00,-3 -3 -3 -3,,-3 -3 -3 -3,,-3 -3 -3 -,0.90
2 3F<  1.70 -1.00,-3 -3 -3 -3,,-3 -3 -3 -3,,-3 -3 -3 -,0.70
3 1Lo  0.50 -0.02,0 0 0 0,,0 -1 0 0,,-2 -2 -1 -,0.48
4 3Lo  5.00  0.00,0 0 0 1,,0 0 0 0,,0 1 0 -,5.00
5 FCSp2  2.00  0.00,0 0 0 0,,0 0 1 0,,0 0 0 -,2.00
6 3T  4.40 x -1.00,-1 -2 -1 -1,,-1 -1 -1 -1,,-1 -1 -1 -,3.40
7 2A  3.63 x  0.33,0 1 0 0,,0 1 1 1,,0 1 1 -,3.96
8 CSp2  1.50 -0.15,0 -1 -1 0,,0 0 -1 0,,-1 -1 -2 -,1.35
9 SlSt3  3.10  0.00,0 0 0 0,,0 0 1 0,,0 0 0 -,3.10
10 CCoSp2  2.50 -0.05,0 0 -1 0,,1 0 0 1,,-1 -2 0 -,2.45
11 SpSq4  3.40  0.17,0 1 0 0,,1 0 0 0,,0 0 1 -,3.57
12 2S  1.43 x -0.60,-2 -2 -2 -2,,-2 -2 -2 -2,,-2 -2 -2 -,0.83
13 LSp2  1.80  0.00,0 0 0 0,,0 0 0 0,,0 0 0 -,1.80
32.86,,,,,,29.54
Program Components Factor,,,,,,
Skating Skills  1.60,6.00 5.75 6.25 5.75,,6.25 6.25 7.00 6.00,,5.00 5.75 5.75 -,6.04
Transition / Linking Footwork  1.60,5.75 5.25 5.50 5.00,,6.00 5.75 6.50 5.50,,5.00 5.25 5.75 -,5.54
Performance / Execution  1.60,5.75 5.50 5.50 5.25,,6.00 5.75 6.50 5.75,,4.75 5.25 6.00 -,5.63
Choreography / Composition  1.60,5.75 5.75 5.75 5.00,,6.25 5.75 6.50 5.75,,5.00 5.50 5.75 -,5.71
Interpretation  1.60,5.75 5.75 5.75 5.00,,6.25 5.75 6.75 5.75,,5.00 5.75 6.25 -,5.71
Judges Total Program Component Score (factored),,,,,,45.81
Deductions: Falls:,-2.00,,,,,-2.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,
"",,,Total Total,,Total,Total
"",NOC,,Segment Element,,Program  Component,Deductions
Rank Name,,,,,,
"",Code,,Score Score,,Score (factored),
"",,,= +,,+,-
16 Joanne CARTER,AUS,,70.05  32.52,,38.53,1.00
"# Executed Base GOE",,,The Judges Panel,,,Scores
Elements Value,,,(in random order),,,of Panel
1 3F+2T  6.80  0.00,0 0 0 0,,0 0 0 1,,0 0 0 -,6.80
2 1Lz  0.60 -0.22,-1 -2 -3 -2,,-2 -3 -2 -2,,-2 -2 -3 -,0.38
3 1Lo  0.50 -0.02,0 0 0 0,,0 -1 0 0,,-1 -2 0 -,0.48
4 CoSp3  2.50  0.08,0 1 0 0,,0 0 -1 1,,1 1 1 -,2.58
5 SpSq4  3.40  0.00,0 0 0 0,,0 0 0 0,,0 1 1 -,3.40
6 3F  6.05 x -3.00,-3 -3 -3 -3,,-3 -3 -3 -3,,-3 -3 -3 -,3.05
7 CCoSp1  2.00  0.00,0 0 0 0,,0 0 0 0,,0 0 0 -,2.00
8 2T  1.43 x  0.17,0 1 1 1,,0 0 0 0,,0 1 1 -,1.60
9 2A  3.63 x -1.40,-2 -2 -2 -2,,-2 -2 -2 -2,,-2 -2 -2 -,2.23
10 FCSp2  2.00  0.00,0 1 0 0,,0 0 0 0,,0 1 0 -,2.00
11 SlSt3  3.10  0.00,0 0 -1 0,,0 0 0 0,,0 0 0 -,3.10
12 2A  3.63 x -0.23,0 0 -1 -1,,0 0 -1 0,,0 0 0 -,3.40
13 LSp1  1.50  0.00,0 0 0 0,,0 0 0 0,,0 -1 -1 -,1.50
37.14,,,,,,32.52
Program Components Factor,,,,,,
Skating Skills  1.60,5.25 5.00 4.75 5.00,,5.00 5.00 4.75 5.25,,5.00 5.75 5.75 -,4.96
Transition / Linking Footwork  1.60,5.00 4.50 4.50 4.50,,4.75 4.50 3.50 4.75,,4.75 4.50 4.75 -,4.58
Performance / Execution  1.60,5.25 4.75 4.75 4.50,,4.75 5.00 4.00 5.00,,5.00 4.50 5.00 -,4.79
Choreography / Composition  1.60,5.25 5.00 4.75 4.75,,4.75 5.25 4.25 5.25,,5.25 4.75 4.75 -,4.96
Interpretation  1.60,5.25 4.75 4.50 4.75,,4.75 5.00 4.00 5.00,,5.00 5.00 4.75 -,4.79
Judges Total Program Component Score (factored),,,,,,38.53
Deductions: Falls:,-1.00,,,,,-1.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
"",,,Total Total,,Total,Total
"",NOC,,Segment Element,,Program  Component,Deductions
Rank Name,,,,,,
"",Code,,Score Score,,Score (factored),
"",,,= +,,+,-
17 Emily NAPHTAL,MEX,,64.60  33.32,,32.28,1.00
"# Executed Base GOE",,,The Judges Panel,,,Scores
Elements Value,,,(in random order),,,of Panel
1 3Lz  6.00 -3.00,-3 -3 -3 -3,,-3 -3 -3 -3,,-3 -3 -3 -,3.00
2 2A+2T+2Lo  6.10 -0.12,0 0 -1 0,,0 0 -1 0,,0 0 0 -,5.98
3 2S  1.30  0.00,0 0 0 0,,0 -1 0 0,,0 -1 0 -,1.30
4 LSp4  2.60  0.50,1 1 1 1,,1 1 1 2,,0 1 1 -,3.10
5 2Lo  1.50  0.00,0 0 0 0,,0 0 0 0,,0 1 0 -,1.50
6 1F+2T  1.80  0.00,0 0 0 0,,0 0 -1 0,,0 0 0 -,1.80
7 CCoSp3  3.00  0.42,0 1 1 1,,1 1 1 2,,0 1 1 -,3.42
8 SlSt3  3.10  0.00,0 0 0 0,,0 0 0 1,,0 0 0 -,3.10
9 3S<  1.43 x -0.60,-2 -3 -2 -2,,-2 -2 -2 -2,,-2 -2 -3 -,0.83
10 SpSq4  3.40  0.17,0 1 0 0,,1 0 0 0,,0 1 0 -,3.57
11 2F  1.87 x  0.00,0 0 0 0,,0 0 0 0,,0 1 0 -,1.87
12 CCoSp1  2.00 -0.40,-1 -1 0 -1,,-1 -2 -2 0,,-2 -2 -2 -,1.60
13 FCSp3  2.30 -0.05,-1 0 -2 0,,0 0 0 1,,0 -1 -1 -,2.25
36.40,,,,,,33.32
Program Components Factor,,,,,,
Skating Skills  1.60,4.25 4.25 4.25 4.25,,4.25 4.25 4.00 4.25,,4.25 4.50 3.50 -,4.25
Transition / Linking Footwork  1.60,4.00 3.75 4.00 3.50,,3.75 4.00 3.25 3.75,,4.00 4.00 4.25 -,3.83
Performance / Execution  1.60,4.25 4.25 4.25 3.75,,4.00 4.50 3.50 4.00,,4.25 4.25 4.00 -,4.13
Choreography / Composition  1.60,4.00 4.00 4.25 3.75,,3.75 4.75 3.25 4.25,,4.25 4.00 4.00 -,4.00
Interpretation  1.60,4.00 4.00 4.25 3.75,,3.75 4.25 3.00 4.25,,4.00 4.25 4.50 -,3.96
Judges Total Program Component Score (factored),,,,,,32.28
Deductions: Falls:,-1.00,,,,,-1.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,
"",,,Total Total,,Total,Total
"",NOC,,Segment Element,,Program  Component,Deductions
Rank Name,,,,,,
"",Code,,Score Score,,Score (factored),
"",,,= +,,+,-
18 Ami PAREKH,IND,,64.16  33.94,,31.22,1.00
"# Executed Base GOE",,,The Judges Panel,,,Scores
Elements Value,,,(in random order),,,of Panel
1 FCCoSp4  3.50  0.25,0 0 1 0,,1 0 1 1,,1 1 1 -,3.75
2 2A  3.30 -0.35,-1 0 -1 0,,-1 -1 0 0,,0 0 -1 -,2.95
3 3T+2T  5.30 -1.50,-1 -2 -2 0,,-1 -2 -1 -2,,-2 -2 -1 -,3.80
4 LSp4  2.60  0.50,1 2 1 1,,1 0 1 1,,1 1 1 -,3.10
5 SpSq1  1.80 -0.20,-2 -2 0 0,,0 0 -2 0,,0 -2 -2 -,1.60
6 1S  0.44 x -0.13,-1 -1 -1 -1,,-2 -2 -1 -1,,-2 -2 -2 -,0.31
7 2A  3.63 x -1.40,-2 -2 -2 -2,,-2 -2 -2 -2,,-2 -2 -2 -,2.23
8 3T  4.40 x -3.00,-3 -3 -3 -3,,-3 -3 -3 -3,,-3 -3 -3 -,1.40
9 SlSt2  2.30  0.08,0 0 0 0,,1 0 1 1,,0 1 0 -,2.38
10 FCSp3  2.30 -0.20,-1 -1 -1 0,,0 0 -1 0,,-1 0 -1 -,2.10
11 2F+2T  3.30 x  0.00,0 0 0 0,,0 0 -1 0,,0 -1 0 -,3.30
12 2Lz+2T  3.52 x  0.00,0 0 0 0,,0 0 0 0,,0 0 0 -,3.52
13 CCoSp4  3.50  0.00,0 0 0 0,,0 0 0 1,,0 0 0 -,3.50
39.89,,,,,,33.94
Program Components Factor,,,,,,
Skating Skills  1.60,4.25 4.00 4.25 4.25,,4.00 4.00 4.00 4.00,,4.50 4.75 4.25 -,4.13
Transition / Linking Footwork  1.60,3.75 3.75 3.75 3.75,,3.75 3.50 3.00 4.00,,4.25 4.00 3.75 -,3.71
Performance / Execution  1.60,4.00 3.75 4.00 3.75,,4.00 3.50 3.50 4.25,,4.50 4.50 4.75 -,3.83
Choreography / Composition  1.60,4.00 4.00 4.00 4.00,,3.75 3.75 3.25 3.75,,4.50 4.50 4.00 -,3.92
Interpretation  1.60,4.00 3.75 4.00 4.00,,4.00 3.50 3.75 3.75,,4.50 4.25 4.00 -,3.92
Judges Total Program Component Score (factored),,,,,,31.22
Deductions: Falls:,-1.00,,,,,-1.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
"",,,Total Total,,,Total,Total
"",NOC,,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,,
"",Code,,Score Score,,,Score (factored),
"",,,= +,,,+,-
19 Jocelyn HO,TPE,,62.45  33.16,,,29.29,0.00
"# Executed Base GOE",,,The Judges Panel,,,,Scores
Elements Value,,,(in random order),,,,of Panel
1 2A+2T  4.60  0.00,0 0 0 0,,0 0 0 0,,0,0 0 -,4.60
2 3T  4.00 -1.00,-1 -1 -1 -1,,-1 -1 -1 -1,,-1,-1 -1 -,3.00
3 3S  4.50 -1.00,-1 -1 -1 -1,,-2 -1 -1 -2,,-1,-1 -2 -,3.50
4 CCoSp3  3.00  0.00,-1 0 0 0,,0 0 0 1,,0,-1 -1 -,3.00
5 CoSp3  2.50 -0.05,0 0 0 0,,0 0 -1 0,,-1,-1 0 -,2.45
6 1T  0.44 x -0.07,0 -1 -1 0,,0 -1 -1 0,,-1,-2 -1 -,0.37
7 2A  3.63 x -0.12,0 -1 0 0,,0 -1 0 0,,0,0 0 -,3.51
8 2Lz+1T  2.53 x  0.00,0 0 0 0,,0 0 -1 0,,0,0 -1 -,2.53
9 SSp2  1.50 -0.15,-1 0 -1 0,,0 -1 -2 0,,0,-1 -1 -,1.35
10 SpSq3  3.10  0.00,0 0 0 0,,0 0 0 0,,0,0 0 -,3.10
11 2A<+2F+SEQ  2.20 x -0.55,-2 -3 -2 -1,,-2 -2 -2 -2,,0,-2 -2 -,1.65
12 SlSt1  1.80  0.00,0 0 0 0,,-1 0 0 0,,0,-1 0 -,1.80
13 FSSp3  2.30  0.00,0 0 0 0,,0 0 -1 1,,0,0 0 -,2.30
36.10,,,,,,,33.16
Program Components Factor,,,,,,,
Skating Skills  1.60,4.25 4.25 4.00 3.75,,4.00 4.00 3.75 3.75,,3.75,4.00 4.25 -,3.96
Transition / Linking Footwork  1.60,4.00 3.50 3.25 3.25,,3.75 3.00 3.00 3.50,,3.50,2.75 3.50 -,3.38
Performance / Execution  1.60,4.00 4.00 3.75 3.50,,3.75 3.50 3.00 3.50,,3.75,3.25 4.00 -,3.71
Choreography / Composition  1.60,4.25 3.75 3.50 3.75,,4.00 3.25 2.75 3.50,,3.75,3.50 3.50 -,3.67
Interpretation  1.60,4.00 3.75 3.50 3.50,,3.50 3.50 3.00 3.75,,3.75,3.50 3.75 -,3.58
Judges Total Program Component Score (factored),,,,,,,29.29
Deductions:,,,,,,,0.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,,
"",,,Total Total,,,Total,Total
"",NOC,,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,,
"",Code,,Score Score,,,Score (factored),
"",,,= +,,,+,-
20 Ana Cecilia CANTU,MEX,,61.45  29.08,,,33.37,1.00
"# Executed Base GOE",,,The Judges Panel,,,,Scores
Elements Value,,,(in random order),,,,of Panel
1 3S<  1.30 -1.00,-3 -3 -3 -3,,-3 -3 -3 -3,,-3,-3 -3 -,0.30
2 2A  3.30 -0.23,0 0 -1 0,,0 0 -1 0,,-1,-1 0 -,3.07
3 3T  4.00 -0.17,0 0 -1 0,,0 0 0 0,,-1,-1 0 -,3.83
4 FSSp3  2.30 -0.05,-1 0 0 0,,0 0 -1 0,,0,0 0 -,2.25
5 2T+1T  1.70 -0.15,-1 0 -1 0,,0 -1 -2 0,,0,-1 -1 -,1.55
6 2A  3.30 -1.40,-2 -2 -3 -2,,-2 -2 -2 -2,,-2,-2 -2 -,1.90
7 SpSq4  3.40  0.00,0 0 0 0,,0 0 0 0,,0,0 0 -,3.40
8 2S+2T  2.86 x  0.00,0 0 0 0,,0 -1 0 0,,0,0 -1 -,2.86
9 CiSt2  2.30  0.00,0 1 0 0,,0 0 0 0,,0,-1 0 -,2.30
10 FSSp2  2.00 -0.05,0 1 0 0,,-1 -1 0 -1,,0,0 -1 -,1.95
11 2F  1.87 x  0.00,0 0 0 0,,0 0 0 0,,0,0 0 -,1.87
12 CoSp2  2.10 -0.05,-1 0 -1 0,,0 0 0 0,,0,-1 -1 -,2.05
13 CCoSp1  2.00 -0.25,-1 0 -1 -2,,0 -1 -1 0,,-1,-1 0 -,1.75
32.43,,,,,,,29.08
Program Components Factor,,,,,,,
Skating Skills  1.60,4.50 4.50 4.00 4.50,,4.00 4.75 3.75 4.00,,4.75,4.00 3.75 -,4.38
Transition / Linking Footwork  1.60,4.25 4.00 3.25 4.00,,3.75 4.25 3.00 3.50,,4.50,3.75 4.00 -,3.92
Performance / Execution  1.60,4.50 4.25 3.75 4.25,,4.00 4.50 3.25 3.50,,4.50,4.00 3.75 -,4.21
Choreography / Composition  1.60,4.25 4.50 3.75 4.00,,3.75 4.50 3.50 3.50,,4.50,4.25 4.50 -,4.13
Interpretation  1.60,4.25 4.25 4.00 4.50,,4.00 4.25 3.00 3.25,,4.50,4.25 4.00 -,4.21
Judges Total Program Component Score (factored),,,,,,,33.37
Deductions: Falls:,-1.00,,,,,,-1.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
"",,,Total Total,,Total,Total
"",NOC,,Segment Element,,Program  Component,Deductions
Rank Name,,,,,,
"",Code,,Score Score,,Score (factored),
"",,,= +,,+,-
21 Michele CANTU,MEX,,60.97  28.65,,32.32,0.00
"# Executed Base GOE",,,The Judges Panel,,,Scores
Elements Value,,,(in random order),,,of Panel
1 2Lo+2T  2.80 -0.05,0 0 0 0,,0 -1 0 0,,-1 -1 0 -,2.75
2 2S  1.30  0.00,0 0 0 0,,0 0 0 0,,0 0 0 -,1.30
3 1T  0.40 -0.03,0 0 -1 0,,0 -1 0 0,,-1 -2 -1 -,0.37
4 CCoSp4  3.50 -0.10,-1 0 0 0,,1 0 -1 1,,-1 -1 0 -,3.40
5 LSp3  2.40  0.17,0 1 0 1,,1 0 0 1,,0 0 0 -,2.57
6 3S<  1.43 x -0.55,-2 -3 -2 -2,,-1 -2 -2 -2,,-1 -2 -2 -,0.88
7 1Lo  0.55 x -0.05,0 0 -1 0,,0 -1 -1 0,,-1 -1 -2 -,0.50
8 2A  3.63 x  0.00,0 -1 0 0,,0 0 0 0,,0 0 0 -,3.63
9 SpSq1  1.80  0.25,1 1 0 0,,1 0 1 0,,0 1 1 -,2.05
10 SlSt2  2.30  0.00,0 0 0 0,,0 0 0 0,,0 0 -1 -,2.30
11 FCSp2  2.00  0.00,0 0 0 0,,0 0 0 0,,0 0 0 -,2.00
12 2A  3.63 x -0.23,0 -1 -1 0,,0 0 0 0,,-1 -2 0 -,3.40
13 CCoSp4  3.50  0.00,0 1 0 0,,0 0 -1 0,,0 -1 0 -,3.50
29.24,,,,,,28.65
Program Components Factor,,,,,,
Skating Skills  1.60,4.75 4.00 4.00 4.00,,4.00 4.25 3.75 4.25,,4.25 4.50 4.00 -,4.08
Transition / Linking Footwork  1.60,4.25 3.75 3.75 3.75,,3.75 4.00 3.50 3.75,,4.00 4.25 4.00 -,3.83
Performance / Execution  1.60,4.50 4.00 3.75 3.50,,4.00 4.25 4.00 3.75,,4.25 4.50 4.25 -,4.04
Choreography / Composition  1.60,4.50 4.25 4.00 3.75,,4.00 4.50 4.00 4.00,,4.25 4.75 4.00 -,4.17
Interpretation  1.60,4.50 4.25 3.75 4.00,,4.25 4.25 3.75 3.75,,4.00 4.25 4.25 -,4.08
Judges Total Program Component Score (factored),,,,,,32.32
Deductions:,,,,,,0.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,
"",,,Total Total,,Total,Total
"",NOC,,Segment Element,,Program  Component,Deductions
Rank Name,,,,,,
"",Code,,Score Score,,Score (factored),
"",,,= +,,+,-
22 Phoebe DI TOMMASO,AUS,,58.87  27.81,,32.06,1.00
"# Executed Base GOE",,,The Judges Panel,,,Scores
Elements Value,,,(in random order),,,of Panel
1 LSp2  1.80  0.42,0 1 1 1,,1 1 0 1,,1 1 1 -,2.22
2 3F<  1.70 -1.00,-3 -3 -3 -3,,-3 -3 -3 -3,,-3 -3 -3 -,0.70
3 2Lz+2T  3.20  0.00,0 0 0 0,,0 0 0 0,,0 0 -1 -,3.20
4 2A+2A+SEQ  5.28 -0.58,-1 0 -1 -1,,-1 -1 0 0,,-1 -1 0 -,4.70
5 FSSp3  2.30 -0.20,-1 -1 -2 0,,-1 0 -1 1,,0 0 -1 -,2.10
6 2F  1.70  0.00,0 0 0 0,,0 0 0 0,,0 0 0 -,1.70
7 1A  0.80 -0.43,-2 -3 -3 -2,,-2 -3 -2 -2,,-2 -3 -3 -,0.37
8 1S  0.44 x -0.02,0 0 0 0,,0 -2 0 0,,-1 -1 0 -,0.42
9 SlSt3  3.10  0.00,0 1 0 0,,0 0 0 0,,0 1 0 -,3.10
10 CCoSp3  3.00 -0.05,0 0 -1 0,,0 0 -1 0,,0 -1 0 -,2.95
11 2Lo  1.65 x  0.00,0 0 -1 0,,0 0 0 0,,0 0 0 -,1.65
12 SpSq3  3.10  0.00,0 1 0 0,,0 0 0 0,,0 1 0 -,3.10
13 CCSp1  1.70 -0.10,0 0 -1 0,,0 0 -1 0,,-1 -1 0 -,1.60
29.77,,,,,,27.81
Program Components Factor,,,,,,
Skating Skills  1.60,4.25 4.25 4.25 4.00,,4.25 4.25 3.50 4.00,,4.50 4.75 4.50 -,4.21
Transition / Linking Footwork  1.60,4.00 4.00 3.75 3.50,,3.75 3.75 3.00 3.50,,4.25 4.00 4.00 -,3.79
Performance / Execution  1.60,4.25 4.25 4.00 3.50,,3.75 4.25 3.00 3.50,,4.50 4.50 4.25 -,4.00
Choreography / Composition  1.60,4.25 4.25 4.00 3.50,,4.00 4.00 3.25 3.75,,4.25 4.50 3.50 -,4.00
Interpretation  1.60,4.25 4.00 4.25 3.75,,3.75 4.25 3.00 3.50,,4.25 4.75 4.00 -,4.04
Judges Total Program Component Score (factored),,,,,,32.06
Deductions: Falls:,-1.00,,,,,-1.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
"",,,Total Total,,,Total,Total
"",NOC,,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,,
"",Code,,Score Score,,,Score (factored),
"",,,=,+,,+,-
