ISU GP HomeSense Skate Canada Int. 2008,,,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
Judges Total Program Component Score (factored),,,,,38.64,,
Deductions: Falls: -2.00,,,,,-2.00,,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long)",,"<  Downgraded jump x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
"",,Total Total,Total,Total,,,
NOC,,Segment Element,Program  Component,Deductions,,,
Rank Name,,,,,,,
Code,,Score Score,Score (factored),,,,
"",,= +,+,,-,,
12 Myriane SAMSON CAN,,72.32  33.04,41.28,,2.00,,
"# Executed Base GOE",,The Judges Panel,,,Scores,,
Elements Value,,(in random order),,of Panel,,,
1 2A  3.50  0.20 0 -1 0 0,,0 -1 1 0 0,1 - -,,3.70,,
2 3Lz e  6.00 -2.40 -2 -3 -3 -3,,-3 -3 -2 -2 -2,-1 - -,,3.60,,
3 3F  5.50 -3.00 -3 -3 -3 -3,,-3 -3 -3 -3 -3,-3 - -,,2.50,,
4 CUSp4  2.90 -0.12 0 -1 0 -1,,0 0 0 -1 0,0 - -,,2.78,,
5 2Lo  1.50  0.00 0 1 0 0,,0 0 0 0 0,0 - -,,1.50,,
6 3S< <  1.30 -1.00 -3 -3 -3 -3,,-3 -3 -3 -3 -3,-3 - -,,0.30,,
7 CCoSp4  3.50  0.10 0 0 1 0,,0 0 0 1 0,0 - -,,3.60,,
8 3Lz+2T !  8.03 x -2.40 -2 -2 -3 -3,,-3 -2 -2 -2 -3,-2 - -,,5.63,,
9 SpSq4  3.40  0.00 0 0 1 0,,0 0 0 0 0,0 - -,,3.40,,
10 2S  1.43 x  0.00 0 0 0 0,,0 0 0 0 0,0 - -,,1.43,,
11 SlSt1  1.80  0.20 1 0 1 1,,0 0 0 1 0,0 - -,,2.00,,
12 FSSp3  2.60  0.00 0 -1 0 0,,0 0 0 1 0,0 - -,,2.60,,
41.46,,,,,33.04,,
Program Components Factor,,,,,,,
Skating Skills  1.60 5.50 5.50 6.25 5.50,,5.50 4.75 5.50 5.50 5.25,5.75 - -,,5.55,,
Transition / Linking Footwork  1.60 5.00 5.00 4.75 4.50,,3.75 3.75 4.00 5.00 4.75,4.50 - -,,4.70,,
Performance / Execution  1.60 5.25 4.75 6.00 5.00,,5.00 4.00 5.00 5.75 5.00,5.00 - -,,5.15,,
Choreography / Composition  1.60 5.25 5.25 5.75 5.25,,4.75 4.25 4.50 5.50 5.25,5.50 - -,,5.35,,
Interpretation  1.60 5.50 5.00 5.00 4.75,,5.00 4.00 5.00 5.25 5.25,5.00 - -,,5.05,,
Judges Total Program Component Score (factored),,,,,41.28,,
Deductions: Falls: -2.00,,,,,-2.00,,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long)",,"<  Downgraded jump x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
Printed: 01.11.2008 20:52:47,,,,,,,
